x_rel,y_rel
6.117965478742407,47.75
6.621187870551597,48.0
7.1244102623607874,48.0
7.627632654169978,48.5
8.13085504597917,49.0
8.63407743778836,49.0
9.137299829597548,49.0
9.640522221406739,49.0
10.14374461321593,49.5
10.64696700502512,49.5
11.15018939683431,49.0
11.653411788643501,48.5
12.156634180452691,48.5
12.65985657226188,48.5
13.16307896407107,48.5
13.666301355880261,49.5
14.169523747689452,49.5
14.672746139498642,50.0
15.175968531307833,50.0
15.679190923117023,49.5
16.18241331492621,49.0
16.685635706735404,49.0
17.188858098544593,49.0
17.692080490353785,49.5
18.195302882162974,49.5
18.698525273972162,49.5
19.201747665781355,51.0
19.704970057590543,52.5
20.208192449399736,53.0
20.711414841208924,52.5
21.214637233018113,52.0
21.717859624827305,52.0
22.221082016636494,51.5
22.724304408445686,51.0
23.227526800254875,50.5
23.730749192064067,51.0
24.233971583873256,52.0
24.737193975682445,52.5
25.240416367491637,53.0
25.743638759300826,54.0
26.246861151110018,54.0
26.750083542919207,53.0
27.2533059347284,52.0
27.756528326537588,51.0
28.259750718346776,50.5
28.76297311015597,50.5
29.266195501965157,50.5
29.76941789377435,51.5
30.272640285583538,52.0
30.77586267739273,52.5
31.27908506920192,53.0
31.782307461011108,52.19999999999999
32.2855298528203,52.0
32.78875224462949,51.0
33.29197463643868,49.5
33.79519702824787,49.0
34.29841942005706,49.0
34.801641811866254,49.0
35.30486420367544,49.5
35.80808659548463,50.5
36.31130898729382,51.0
36.81453137910301,50.5
37.317753770912205,49.5
37.820976162721394,49.0
38.32419855453058,48.5
38.82742094633977,48.0
39.33064333814896,48.0
39.833865729958156,48.0
40.337088121767344,48.5
40.84031051357653,48.5
41.34353290538572,48.5
41.84675529719491,48.5
42.349977689004106,48.5
42.853200080813295,48.5
43.356422472622484,48.5
43.85964486443167,48.5
44.36286725624087,48.5
44.86608964805006,48.0
45.369312039859246,48.0
45.872534431668434,47.5
46.37575682347762,48.0
46.87897921528682,48.0
47.38220160709601,48.0
47.885423998905196,48.0
48.388646390714385,48.0
48.891868782523574,48.0
49.39509117433277,48.0
49.89831356614196,48.5
50.40153595795115,48.5
50.904758349760336,48.5
51.40798074156953,48.0
51.91120313337872,48.0
