time	V(ch1)	V(ch2)	V(n001)	V(n003)
Step Information: Rl=10  (Step: 1/46)
2.286160901254625e-02	8.335827e+00	6.983404e+00	7.659615e+00	-6.762113e-01
2.292020276254625e-02	8.210020e+00	6.859363e+00	7.534691e+00	-6.753286e-01
2.297879651254625e-02	8.073005e+00	6.724302e+00	7.398654e+00	-6.743509e-01
2.303739026254625e-02	7.924966e+00	6.578418e+00	7.251692e+00	-6.732740e-01
2.309598401254625e-02	7.766103e+00	6.421915e+00	7.094009e+00	-6.720942e-01
2.315457776254624e-02	7.596632e+00	6.255020e+00	6.925827e+00	-6.708061e-01
2.321317151254624e-02	7.416781e+00	6.077972e+00	6.747376e+00	-6.694045e-01
2.327176526254624e-02	7.226793e+00	5.891027e+00	6.558910e+00	-6.678826e-01
2.333035901254624e-02	7.026923e+00	5.694456e+00	6.360689e+00	-6.662332e-01
2.338895276254624e-02	6.817441e+00	5.488547e+00	6.152994e+00	-6.644472e-01
2.344754651254624e-02	6.598629e+00	5.273599e+00	5.936114e+00	-6.625150e-01
2.350614026254624e-02	6.370783e+00	5.049935e+00	5.710359e+00	-6.604241e-01
2.356473401254624e-02	6.134207e+00	4.817885e+00	5.476046e+00	-6.581609e-01
2.362332776254623e-02	5.889219e+00	4.577803e+00	5.233511e+00	-6.557081e-01
2.368192151254623e-02	5.636148e+00	4.330055e+00	4.983101e+00	-6.530464e-01
2.374051526254623e-02	5.375332e+00	4.075031e+00	4.725182e+00	-6.501509e-01
2.379910901254623e-02	5.107120e+00	3.813135e+00	4.460127e+00	-6.469924e-01
2.385770276254623e-02	4.831867e+00	3.544800e+00	4.188333e+00	-6.435335e-01
2.391629651254623e-02	4.549937e+00	3.270481e+00	3.910209e+00	-6.397284e-01
2.397489026254623e-02	4.261703e+00	2.990670e+00	3.626187e+00	-6.355169e-01
2.403348401254623e-02	3.967541e+00	2.705897e+00	3.336719e+00	-6.308218e-01
2.409207776254622e-02	3.667829e+00	2.416754e+00	3.042291e+00	-6.255378e-01
2.415067151254622e-02	3.362947e+00	2.123905e+00	2.743426e+00	-6.195208e-01
2.420926526254622e-02	3.053271e+00	1.828148e+00	2.440709e+00	-6.125616e-01
2.426785901254622e-02	2.739161e+00	1.530467e+00	2.134814e+00	-6.043472e-01
2.432645276254622e-02	2.420954e+00	1.232209e+00	1.826581e+00	-5.943726e-01
2.438504651254622e-02	2.098919e+00	9.353954e-01	1.517157e+00	-5.817618e-01
2.444364026254622e-02	1.773183e+00	6.435882e-01	1.208385e+00	-5.647972e-01
2.450223401254622e-02	1.443340e+00	3.657118e-01	9.045257e-01	-5.388139e-01
2.456082776254621e-02	1.107432e+00	1.263737e-01	6.169029e-01	-4.905291e-01
2.460164343575051e-02	8.657354e-01	2.644769e-02	4.460916e-01	-4.196439e-01
2.464429982198209e-02	6.044855e-01	1.947633e-03	3.032165e-01	-3.012689e-01
2.466302342552433e-02	4.887190e-01	5.283728e-04	2.446237e-01	-2.440953e-01
2.468983521507982e-02	3.226616e-01	9.597306e-05	1.613788e-01	-1.612828e-01
2.471591425671160e-02	1.610114e-01	-4.650859e-06	8.050337e-02	-8.050802e-02
2.476683953880314e-02	-1.547810e-01	2.420911e-05	-7.737841e-02	7.740261e-02
2.482543328880314e-02	-5.178814e-01	7.415228e-04	-2.585699e-01	2.593114e-01
2.487449184117830e-02	-8.197994e-01	1.761511e-02	-4.010921e-01	4.187073e-01
2.491059264071907e-02	-1.035741e+00	8.780532e-02	-4.739678e-01	5.617731e-01
2.494764581697732e-02	-1.250904e+00	2.196896e-01	-5.156071e-01	7.352967e-01
2.500623956697732e-02	-1.584481e+00	4.817813e-01	-5.513501e-01	1.033131e+00
2.506100952889654e-02	-1.892257e+00	7.491857e-01	-5.715357e-01	1.320722e+00
2.511960327889654e-02	-2.218260e+00	1.043967e+00	-5.871463e-01	1.631114e+00
2.517819702889653e-02	-2.540845e+00	1.343779e+00	-5.985330e-01	1.942312e+00
2.523679077889653e-02	-2.859923e+00	1.644519e+00	-6.077023e-01	2.252221e+00
2.529538452889653e-02	-3.175226e+00	1.944366e+00	-6.154298e-01	2.559796e+00
2.535397827889653e-02	-3.486368e+00	2.242269e+00	-6.220496e-01	2.864318e+00
2.541257202889653e-02	-3.792994e+00	2.537365e+00	-6.278144e-01	3.165179e+00
2.547116577889653e-02	-4.094701e+00	2.828890e+00	-6.329055e-01	3.461796e+00
2.552975952889653e-02	-4.391125e+00	3.116223e+00	-6.374507e-01	3.753674e+00
2.558835327889653e-02	-4.681859e+00	3.398772e+00	-6.415434e-01	4.040316e+00
2.564694702889652e-02	-4.966543e+00	3.676035e+00	-6.452539e-01	4.321289e+00
2.570554077889652e-02	-5.244780e+00	3.947507e+00	-6.486366e-01	4.596143e+00
2.576413452889652e-02	-5.516219e+00	4.212751e+00	-6.517339e-01	4.864485e+00
2.582272827889652e-02	-5.780478e+00	4.471318e+00	-6.545800e-01	5.125898e+00
2.588132202889652e-02	-6.037224e+00	4.722819e+00	-6.572025e-01	5.380022e+00
2.593991577889652e-02	-6.286091e+00	4.966843e+00	-6.596240e-01	5.626467e+00
2.599850952889652e-02	-6.526764e+00	5.203037e+00	-6.618633e-01	5.864901e+00
2.605710327889652e-02	-6.758899e+00	5.431026e+00	-6.639363e-01	6.094963e+00
2.611569702889651e-02	-6.982202e+00	5.650490e+00	-6.658560e-01	6.316346e+00
2.617429077889651e-02	-7.196352e+00	5.861084e+00	-6.676339e-01	6.528718e+00
2.623288452889651e-02	-7.401079e+00	6.062521e+00	-6.692795e-01	6.731800e+00
2.629147827889651e-02	-7.596086e+00	6.254484e+00	-6.708012e-01	6.925285e+00
2.635007202889651e-02	-7.781128e+00	6.436717e+00	-6.722061e-01	7.108922e+00
2.640866577889651e-02	-7.955935e+00	6.608934e+00	-6.735005e-01	7.282434e+00
2.646725952889651e-02	-8.120289e+00	6.770910e+00	-6.746897e-01	7.445600e+00
2.652585327889651e-02	-8.273947e+00	6.922390e+00	-6.757784e-01	7.598168e+00
2.658444702889650e-02	-8.416719e+00	7.063178e+00	-6.767707e-01	7.739949e+00
2.664304077889650e-02	-8.548392e+00	7.193052e+00	-6.776702e-01	7.870722e+00
2.670163452889650e-02	-8.668807e+00	7.311847e+00	-6.784800e-01	7.990327e+00
2.676022827889650e-02	-8.777779e+00	7.419373e+00	-6.792027e-01	8.098576e+00
2.681882202889650e-02	-8.875178e+00	7.515497e+00	-6.798406e-01	8.195337e+00
2.687741577889650e-02	-8.960854e+00	7.600062e+00	-6.803957e-01	8.280457e+00
2.693600952889650e-02	-9.034706e+00	7.672966e+00	-6.808697e-01	8.353836e+00
2.699460327889650e-02	-9.096615e+00	7.734087e+00	-6.812640e-01	8.415351e+00
2.705319702889649e-02	-9.146516e+00	7.783356e+00	-6.815798e-01	8.464936e+00
2.711179077889649e-02	-9.184319e+00	7.820683e+00	-6.818178e-01	8.502501e+00
2.717038452889649e-02	-9.209991e+00	7.846033e+00	-6.819788e-01	8.528012e+00
2.722897827889649e-02	-9.223476e+00	7.859349e+00	-6.820633e-01	8.541412e+00
2.728757202889649e-02	-9.224774e+00	7.860632e+00	-6.820714e-01	8.542704e+00
2.734616577889649e-02	-9.213863e+00	7.849857e+00	-6.820032e-01	8.531860e+00
2.740475952889649e-02	-9.190775e+00	7.827058e+00	-6.818584e-01	8.508917e+00
2.746335327889649e-02	-9.155519e+00	7.792246e+00	-6.816368e-01	8.473883e+00
2.752194702889648e-02	-9.108163e+00	7.745488e+00	-6.813374e-01	8.426826e+00
2.758054077889648e-02	-9.048747e+00	7.686828e+00	-6.809596e-01	8.367787e+00
2.763913452889648e-02	-8.977371e+00	7.616367e+00	-6.805023e-01	8.296869e+00
2.769772827889648e-02	-8.894110e+00	7.534182e+00	-6.799641e-01	8.214146e+00
2.775632202889648e-02	-8.799094e+00	7.440408e+00	-6.793432e-01	8.119751e+00
2.781491577889648e-02	-8.692430e+00	7.335155e+00	-6.786379e-01	8.013793e+00
2.787350952889648e-02	-8.574282e+00	7.218590e+00	-6.778458e-01	7.896436e+00
2.793210327889648e-02	-8.444785e+00	7.090857e+00	-6.769643e-01	7.767821e+00
2.799069702889647e-02	-8.304134e+00	6.952154e+00	-6.759903e-01	7.628144e+00
2.804929077889647e-02	-8.152497e+00	6.802657e+00	-6.749204e-01	7.477577e+00
2.810788452889647e-02	-7.990098e+00	6.642597e+00	-6.737505e-01	7.316348e+00
2.816647827889647e-02	-7.817133e+00	6.472181e+00	-6.724761e-01	7.144657e+00
2.822507202889647e-02	-7.633854e+00	6.291671e+00	-6.710917e-01	6.962762e+00
2.828366577889647e-02	-7.440487e+00	6.101304e+00	-6.695914e-01	6.770895e+00
2.834225952889647e-02	-7.237311e+00	5.901375e+00	-6.679680e-01	6.569343e+00
2.840085327889647e-02	-7.024577e+00	5.692150e+00	-6.662136e-01	6.358364e+00
2.845944702889646e-02	-6.802591e+00	5.473955e+00	-6.643184e-01	6.138273e+00
2.851804077889646e-02	-6.571630e+00	5.247087e+00	-6.622716e-01	5.909359e+00
2.857663452889646e-02	-6.332022e+00	5.011902e+00	-6.600600e-01	5.671962e+00
2.863522827889646e-02	-6.084067e+00	4.768731e+00	-6.576683e-01	5.426399e+00
2.869382202889646e-02	-5.828117e+00	4.517962e+00	-6.550780e-01	5.173039e+00
2.875241577889646e-02	-5.564492e+00	4.259958e+00	-6.522671e-01	4.912225e+00
2.881100952889646e-02	-5.293563e+00	3.995146e+00	-6.492085e-01	4.644354e+00
2.886960327889646e-02	-5.015668e+00	3.723930e+00	-6.458691e-01	4.369799e+00
2.892819702889645e-02	-4.731195e+00	3.446781e+00	-6.422073e-01	4.088988e+00
2.898679077889645e-02	-4.440499e+00	3.164158e+00	-6.381705e-01	3.802328e+00
2.904538452889645e-02	-4.143978e+00	2.876597e+00	-6.336903e-01	3.510287e+00
2.910397827889645e-02	-3.841995e+00	2.584643e+00	-6.286761e-01	3.213319e+00
2.916257202889645e-02	-3.534956e+00	2.288948e+00	-6.230043e-01	2.911952e+00
2.922116577889645e-02	-3.223223e+00	1.990222e+00	-6.165007e-01	2.606722e+00
2.927975952889645e-02	-2.907190e+00	1.689372e+00	-6.089089e-01	2.298281e+00
2.933835327889645e-02	-2.587190e+00	1.387529e+00	-5.998304e-01	1.987359e+00
2.939694702889644e-02	-2.263554e+00	1.086356e+00	-5.885993e-01	1.674955e+00
2.945554077889644e-02	-1.936478e+00	7.884972e-01	-5.739902e-01	1.362487e+00
2.951413452889644e-02	-1.605883e+00	4.998079e-01	-5.530378e-01	1.052846e+00
2.957272827889644e-02	-1.270887e+00	2.338801e-01	-5.185034e-01	7.523835e-01
2.963132202889644e-02	-9.267841e-01	4.315168e-02	-4.418162e-01	4.849679e-01
2.966991745826066e-02	-6.907744e-01	4.871269e-03	-3.429516e-01	3.478229e-01
2.969715446473260e-02	-5.217564e-01	7.751029e-04	-2.604906e-01	2.612657e-01
2.971896502863625e-02	-3.860648e-01	1.777292e-04	-1.929435e-01	1.931213e-01
2.974354439426981e-02	-2.330707e-01	2.002417e-05	-1.165253e-01	1.165454e-01
2.978538636038253e-02	2.740738e-02	7.279929e-06	1.370733e-02	-1.370005e-02
2.984398011038253e-02	3.918217e-01	1.798719e-04	1.960008e-01	-1.958209e-01
2.990257386038252e-02	7.545378e-01	9.387281e-03	3.819625e-01	-3.725753e-01
2.994291553960793e-02	9.980776e-01	7.030991e-02	5.341938e-01	-4.638838e-01
2.998194488266357e-02	1.225727e+00	2.020846e-01	7.139056e-01	-5.118210e-01
3.003969479873772e-02	1.555011e+00	4.570989e-01	1.006055e+00	-5.489559e-01
3.009402674835654e-02	1.860416e+00	7.208548e-01	1.290636e+00	-5.697808e-01
3.015262049835653e-02	2.186207e+00	1.014433e+00	1.600320e+00	-5.858870e-01
3.021121424835653e-02	2.508284e+00	1.313276e+00	1.910780e+00	-5.975037e-01
3.026980799835653e-02	2.826582e+00	1.612960e+00	2.219771e+00	-6.068110e-01
3.032840174835653e-02	3.140856e+00	1.911573e+00	2.526214e+00	-6.146416e-01
3.038699549835653e-02	3.450713e+00	2.208045e+00	2.829379e+00	-6.213338e-01
3.044558924835653e-02	3.755815e+00	2.501516e+00	3.128665e+00	-6.271496e-01
3.050418299835653e-02	4.055753e+00	2.791200e+00	3.423476e+00	-6.322765e-01
3.056277674835653e-02	4.350177e+00	3.076483e+00	3.713330e+00	-6.368467e-01
3.062137049835652e-02	4.638675e+00	3.356763e+00	3.997719e+00	-6.409560e-01
3.067996424835652e-02	4.920903e+00	3.631549e+00	4.276226e+00	-6.446770e-01
3.073855799835652e-02	5.196456e+00	3.900326e+00	4.548391e+00	-6.480649e-01
3.079715174835652e-02	5.465003e+00	4.162676e+00	4.813839e+00	-6.511636e-01
3.085574549835652e-02	5.726154e+00	4.418139e+00	5.072146e+00	-6.540076e-01
3.091433924835652e-02	5.979592e+00	4.666342e+00	5.322967e+00	-6.566253e-01
3.097293299835652e-02	6.224948e+00	4.906869e+00	5.565908e+00	-6.590394e-01
3.103152674835652e-02	6.461924e+00	5.139385e+00	5.800654e+00	-6.612694e-01
3.109012049835651e-02	6.690171e+00	5.363509e+00	6.026840e+00	-6.633310e-01
3.114871424835651e-02	6.909413e+00	5.578937e+00	6.244175e+00	-6.652378e-01
3.120730799835651e-02	7.119325e+00	5.785322e+00	6.452323e+00	-6.670012e-01
3.126590174835651e-02	7.319654e+00	5.982392e+00	6.651023e+00	-6.686311e-01
3.132449549835652e-02	7.510101e+00	6.169830e+00	6.839966e+00	-6.701356e-01
3.138308924835652e-02	7.690440e+00	6.347395e+00	7.018918e+00	-6.715222e-01
3.144168299835652e-02	7.860395e+00	6.514802e+00	7.187598e+00	-6.727970e-01
3.150027674835652e-02	8.019770e+00	6.671839e+00	7.345805e+00	-6.739655e-01
3.155887049835653e-02	8.168318e+00	6.818253e+00	7.493285e+00	-6.750324e-01
3.161746424835653e-02	8.305868e+00	6.953865e+00	7.629866e+00	-6.760019e-01
3.167605799835653e-02	8.432205e+00	7.078450e+00	7.755328e+00	-6.768774e-01
3.173465174835653e-02	8.547189e+00	7.191864e+00	7.869526e+00	-6.776621e-01
3.179324549835653e-02	8.650632e+00	7.293915e+00	7.972273e+00	-6.783586e-01
3.185183924835654e-02	8.742427e+00	7.384489e+00	8.063457e+00	-6.789693e-01
3.191043299835654e-02	8.822418e+00	7.463426e+00	8.142922e+00	-6.794960e-01
3.196902674835654e-02	8.890528e+00	7.530647e+00	8.210588e+00	-6.799405e-01
3.202762049835654e-02	8.946632e+00	7.586025e+00	8.266329e+00	-6.803040e-01
3.208621424835655e-02	8.990688e+00	7.629513e+00	8.310101e+00	-6.805878e-01
3.214480799835655e-02	9.022603e+00	7.661018e+00	8.341811e+00	-6.807924e-01
3.220340174835655e-02	9.042365e+00	7.680528e+00	8.361446e+00	-6.809188e-01
3.226199549835655e-02	9.049916e+00	7.687983e+00	8.368950e+00	-6.809670e-01
3.232058924835655e-02	9.045278e+00	7.683403e+00	8.364341e+00	-6.809374e-01
3.237918299835656e-02	9.028423e+00	7.666764e+00	8.347593e+00	-6.808298e-01
3.243777674835656e-02	8.999407e+00	7.638119e+00	8.318764e+00	-6.806439e-01
3.249637049835656e-02	8.958237e+00	7.597478e+00	8.277858e+00	-6.803790e-01
3.255496424835656e-02	8.904999e+00	7.544929e+00	8.224964e+00	-6.800347e-01
3.261355799835657e-02	8.839733e+00	7.480514e+00	8.160124e+00	-6.796096e-01
3.267215174835657e-02	8.762559e+00	7.404354e+00	8.083457e+00	-6.791026e-01
3.273074549835657e-02	8.673550e+00	7.316526e+00	7.995038e+00	-6.785120e-01
3.278933924835657e-02	8.572856e+00	7.217184e+00	7.895020e+00	-6.778361e-01
3.284793299835657e-02	8.460582e+00	7.106437e+00	7.783509e+00	-6.770725e-01
3.290652674835658e-02	8.336910e+00	6.984472e+00	7.660691e+00	-6.762188e-01
3.296512049835658e-02	8.201976e+00	6.851432e+00	7.526704e+00	-6.752718e-01
3.302371424835658e-02	8.055992e+00	6.707536e+00	7.381764e+00	-6.742282e-01
3.308230799835658e-02	7.899124e+00	6.552956e+00	7.226040e+00	-6.730839e-01
3.314090174835659e-02	7.731615e+00	6.387946e+00	7.059780e+00	-6.718345e-01
3.319949549835659e-02	7.553658e+00	6.212709e+00	6.883183e+00	-6.704745e-01
3.325808924835659e-02	7.365525e+00	6.027528e+00	6.696527e+00	-6.689982e-01
3.331668299835659e-02	7.167436e+00	5.832640e+00	6.500038e+00	-6.673982e-01
3.337527674835659e-02	6.959691e+00	5.628358e+00	6.294024e+00	-6.656666e-01
3.343387049835660e-02	6.742537e+00	5.414949e+00	6.078743e+00	-6.637938e-01
3.349246424835660e-02	6.516295e+00	5.192758e+00	5.854527e+00	-6.617690e-01
3.355105799835660e-02	6.281240e+00	4.962082e+00	5.621662e+00	-6.595790e-01
3.360965174835660e-02	6.037718e+00	4.723301e+00	5.380509e+00	-6.572086e-01
3.366824549835661e-02	5.786022e+00	4.476744e+00	5.131383e+00	-6.546393e-01
3.372683924835661e-02	5.526521e+00	4.222823e+00	4.874672e+00	-6.518492e-01
3.378543299835661e-02	5.259530e+00	3.961907e+00	4.610719e+00	-6.488111e-01
3.384402674835661e-02	4.985434e+00	3.694449e+00	4.339942e+00	-6.454921e-01
3.390262049835661e-02	4.704565e+00	3.420863e+00	4.062714e+00	-6.418507e-01
3.396121424835662e-02	4.417325e+00	3.141656e+00	3.779491e+00	-6.378343e-01
3.401980799835662e-02	4.124059e+00	2.857310e+00	3.490684e+00	-6.333745e-01
3.407840174835662e-02	3.825178e+00	2.568415e+00	3.196796e+00	-6.283813e-01
3.413699549835662e-02	3.521032e+00	2.275569e+00	2.898301e+00	-6.227311e-01
3.419558924835663e-02	3.212032e+00	1.979531e+00	2.595782e+00	-6.162505e-01
3.425418299835663e-02	2.898519e+00	1.681152e+00	2.289836e+00	-6.086833e-01
3.431277674835663e-02	2.580875e+00	1.381609e+00	1.981242e+00	-5.996330e-01
3.437137049835663e-02	2.259379e+00	1.082507e+00	1.670943e+00	-5.884361e-01
3.442996424835663e-02	1.934275e+00	7.865263e-01	1.360401e+00	-5.738744e-01
3.448855799835664e-02	1.605438e+00	4.994309e-01	1.052435e+00	-5.530036e-01
3.454715174835664e-02	1.272048e+00	2.347188e-01	7.533835e-01	-5.186647e-01
3.460574549835664e-02	9.294246e-01	4.400705e-02	4.867158e-01	-4.427088e-01
3.463827907920985e-02	7.316841e-01	7.438488e-03	3.695613e-01	-3.621228e-01
3.466775118146652e-02	5.496082e-01	1.054656e-03	2.753314e-01	-2.742768e-01
3.468759981018346e-02	4.265468e-01	2.785469e-04	2.134127e-01	-2.131341e-01
3.471238168650262e-02	2.727284e-01	3.675364e-05	1.363826e-01	-1.363458e-01
3.474783450441620e-02	5.258293e-02	8.594176e-06	2.629576e-02	-2.628717e-02
3.480642825441620e-02	-3.112214e-01	6.671308e-05	-1.555773e-01	1.556440e-01
3.486502200441621e-02	-6.741250e-01	4.101848e-03	-3.350116e-01	3.391134e-01
3.490370404361895e-02	-9.100838e-01	3.802471e-02	-4.360296e-01	4.740543e-01
3.494751848347780e-02	-1.167969e+00	1.635211e-01	-5.022238e-01	6.657450e-01
3.498761642405070e-02	-1.398080e+00	3.298848e-01	-5.340977e-01	8.639825e-01
3.504621017405071e-02	-1.729446e+00	6.056566e-01	-5.618948e-01	1.167551e+00
3.510480392405071e-02	-2.056900e+00	8.973406e-01	-5.797797e-01	1.477120e+00
3.516339767405071e-02	-2.380969e+00	1.194671e+00	-5.931488e-01	1.787820e+00
3.522199142405071e-02	-2.701485e+00	1.494782e+00	-6.033515e-01	2.098134e+00
3.528058517405071e-02	-3.018242e+00	1.794780e+00	-6.117309e-01	2.406511e+00
3.533917892405072e-02	-3.330935e+00	2.093231e+00	-6.188524e-01	2.712083e+00
3.539777267405072e-02	-3.639175e+00	2.389166e+00	-6.250049e-01	3.014170e+00
3.545636642405072e-02	-3.942605e+00	2.681797e+00	-6.304038e-01	3.312201e+00
3.551496017405072e-02	-4.240819e+00	2.970425e+00	-6.351970e-01	3.605622e+00
3.557355392405073e-02	-4.533456e+00	3.254464e+00	-6.394960e-01	3.893960e+00
3.563214767405073e-02	-4.820113e+00	3.533355e+00	-6.433790e-01	4.176733e+00
3.569074142405073e-02	-5.100432e+00	3.806612e+00	-6.469099e-01	4.453522e+00
3.574933517405073e-02	-5.374022e+00	4.073754e+00	-6.501344e-01	4.723888e+00
3.580792892405073e-02	-5.640541e+00	4.334355e+00	-6.530926e-01	4.987448e+00
3.586652267405074e-02	-5.899610e+00	4.587984e+00	-6.558132e-01	5.243797e+00
3.592511642405074e-02	-6.150904e+00	4.834258e+00	-6.583228e-01	5.492581e+00
3.598371017405074e-02	-6.394064e+00	5.072783e+00	-6.606404e-01	5.733424e+00
3.604230392405074e-02	-6.628785e+00	5.303216e+00	-6.627846e-01	5.966001e+00
3.610089767405075e-02	-6.854730e+00	5.525193e+00	-6.647685e-01	6.189961e+00
3.615949142405075e-02	-7.071613e+00	5.738402e+00	-6.666057e-01	6.405008e+00
3.621808517405075e-02	-7.279124e+00	5.942513e+00	-6.683052e-01	6.610818e+00
3.627667892405075e-02	-7.477000e+00	6.137246e+00	-6.698772e-01	6.807123e+00
3.633527267405075e-02	-7.664955e+00	6.322299e+00	-6.713282e-01	6.993627e+00
3.639386642405076e-02	-7.842754e+00	6.497422e+00	-6.726661e-01	7.170088e+00
3.645246017405076e-02	-8.010137e+00	6.662346e+00	-6.738955e-01	7.336242e+00
3.651105392405076e-02	-8.166896e+00	6.816852e+00	-6.750224e-01	7.491874e+00
3.656964767405076e-02	-8.312799e+00	6.960700e+00	-6.760502e-01	7.636750e+00
3.662824142405077e-02	-8.447669e+00	7.093702e+00	-6.769837e-01	7.770686e+00
3.668683517405077e-02	-8.571301e+00	7.215652e+00	-6.778252e-01	7.893476e+00
3.674542892405077e-02	-8.683549e+00	7.326393e+00	-6.785784e-01	8.004971e+00
3.680402267405077e-02	-8.784239e+00	7.425749e+00	-6.792451e-01	8.104994e+00
3.686261642405077e-02	-8.873254e+00	7.513598e+00	-6.798282e-01	8.193426e+00
3.692121017405078e-02	-8.950454e+00	7.589796e+00	-6.803285e-01	8.270124e+00
3.697980392405078e-02	-9.015751e+00	7.654253e+00	-6.807486e-01	8.335002e+00
3.703839767405078e-02	-9.069037e+00	7.706860e+00	-6.810887e-01	8.387949e+00
3.709699142405078e-02	-9.110260e+00	7.747559e+00	-6.813506e-01	8.428909e+00
3.715558517405079e-02	-9.139342e+00	7.776274e+00	-6.815345e-01	8.457808e+00
3.721417892405079e-02	-9.156263e+00	7.792981e+00	-6.816414e-01	8.474622e+00
3.727277267405079e-02	-9.160979e+00	7.797637e+00	-6.816710e-01	8.479308e+00
3.733136642405079e-02	-9.153502e+00	7.790254e+00	-6.816241e-01	8.471878e+00
3.738996017405079e-02	-9.133821e+00	7.770823e+00	-6.814997e-01	8.452322e+00
3.744855392405080e-02	-9.101983e+00	7.739386e+00	-6.812983e-01	8.420685e+00
3.750714767405080e-02	-9.058008e+00	7.695971e+00	-6.810186e-01	8.376989e+00
3.756574142405080e-02	-9.001974e+00	7.640654e+00	-6.806605e-01	8.321314e+00
3.762433517405080e-02	-8.933938e+00	7.573493e+00	-6.802221e-01	8.253716e+00
3.768292892405081e-02	-8.854009e+00	7.494602e+00	-6.797030e-01	8.174305e+00
3.774152267405081e-02	-8.762273e+00	7.404071e+00	-6.791007e-01	8.083172e+00
3.780011642405081e-02	-8.658875e+00	7.302046e+00	-6.784142e-01	7.980460e+00
3.785871017405081e-02	-8.543931e+00	7.188650e+00	-6.776404e-01	7.866291e+00
3.791730392405081e-02	-8.417617e+00	7.064062e+00	-6.767776e-01	7.740839e+00
3.797589767405082e-02	-8.280082e+00	6.928438e+00	-6.758219e-01	7.604259e+00
3.803449142405082e-02	-8.131530e+00	6.781988e+00	-6.747708e-01	7.456758e+00
3.809308517405082e-02	-7.972140e+00	6.624901e+00	-6.736194e-01	7.298521e+00
3.815167892405082e-02	-7.802147e+00	6.457418e+00	-6.723642e-01	7.129783e+00
3.821027267405083e-02	-7.621758e+00	6.279760e+00	-6.709990e-01	6.950759e+00
3.826886642405083e-02	-7.431236e+00	6.092199e+00	-6.695186e-01	6.761718e+00
3.832746017405083e-02	-7.230816e+00	5.894986e+00	-6.679152e-01	6.562901e+00
3.838605392405083e-02	-7.020787e+00	5.688424e+00	-6.661819e-01	6.354606e+00
3.844464767405083e-02	-6.801411e+00	5.472795e+00	-6.643081e-01	6.137103e+00
3.850324142405084e-02	-6.573001e+00	5.248433e+00	-6.622841e-01	5.910717e+00
3.856183517405084e-02	-6.335844e+00	5.015652e+00	-6.600959e-01	5.675747e+00
3.862042892405084e-02	-6.090275e+00	4.774816e+00	-6.577296e-01	5.432546e+00
3.867902267405084e-02	-5.836604e+00	4.526273e+00	-6.551659e-01	5.181438e+00
3.873761642405085e-02	-5.575190e+00	4.270421e+00	-6.523843e-01	4.922805e+00
3.879621017405085e-02	-5.306358e+00	4.007645e+00	-6.493570e-01	4.657001e+00
3.885480392405085e-02	-5.030488e+00	3.738382e+00	-6.460530e-01	4.384435e+00
3.891339767405085e-02	-4.747923e+00	3.463064e+00	-6.424299e-01	4.105494e+00
3.897199142405085e-02	-4.459057e+00	3.182180e+00	-6.384383e-01	3.820618e+00
3.903058517405086e-02	-4.164245e+00	2.896226e+00	-6.340093e-01	3.530236e+00
3.908917892405086e-02	-3.863891e+00	2.605777e+00	-6.290572e-01	3.234834e+00
3.914777267405086e-02	-3.558358e+00	2.311439e+00	-6.234596e-01	2.934898e+00
3.920636642405086e-02	-3.248048e+00	2.013945e+00	-6.170511e-01	2.630996e+00
3.926496017405087e-02	-2.933314e+00	1.714150e+00	-6.095818e-01	2.323732e+00
3.932355392405087e-02	-2.614533e+00	1.413185e+00	-6.006740e-01	2.013859e+00
3.938214767405087e-02	-2.292000e+00	1.112616e+00	-5.896921e-01	1.702308e+00
3.944074142405087e-02	-1.965962e+00	8.149816e-01	-5.754904e-01	1.390472e+00
3.949933517405087e-02	-1.636346e+00	5.256718e-01	-5.553369e-01	1.081009e+00
3.955792892405088e-02	-1.302444e+00	2.569094e-01	-5.227671e-01	7.796765e-01
3.961652267405088e-02	-9.601358e-01	5.482538e-02	-4.526552e-01	5.074806e-01
3.964887245251415e-02	-7.639109e-01	1.026978e-02	-3.768206e-01	3.870904e-01
3.968756441443267e-02	-5.244873e-01	8.171907e-04	-2.618350e-01	2.626522e-01
3.970871733010843e-02	-3.930473e-01	1.737346e-04	-1.964368e-01	1.966105e-01
3.973226291294571e-02	-2.466216e-01	4.353092e-05	-1.232890e-01	1.233326e-01
3.976994937006674e-02	-1.222603e-02	-1.139631e-05	-6.118715e-03	6.107319e-03
3.982854312006674e-02	3.520126e-01	1.305636e-04	1.760716e-01	-1.759410e-01
3.988713687006674e-02	7.149515e-01	6.261703e-03	3.606066e-01	-3.543449e-01
3.992476637105698e-02	9.436069e-01	4.883211e-02	4.962195e-01	-4.473874e-01
3.996621283233991e-02	1.186750e+00	1.757629e-01	6.812564e-01	-5.054936e-01
4.001104237848156e-02	1.443509e+00	3.658878e-01	9.046983e-01	-5.388105e-01
4.006918327211062e-02	1.771657e+00	6.425187e-01	1.207088e+00	-5.645692e-01
4.012777702211062e-02	2.098482e+00	9.351478e-01	1.516815e+00	-5.816669e-01
4.018637077211062e-02	2.421796e+00	1.232680e+00	1.827238e+00	-5.945577e-01
4.024496452211063e-02	2.741430e+00	1.532459e+00	2.136945e+00	-6.044855e-01
4.030355827211063e-02	3.057141e+00	1.831793e+00	2.444467e+00	-6.126741e-01
