Freq.	V(ch2)/V(ch1)
1.18761885650327e+02	(-1.07085272633442e+01dB,8.15961126687708e+01°)
1.19587939890798e+02	(-1.06496160183862e+01dB,8.15385023582112e+01°)
1.20419739792889e+02	(-1.05907224535185e+01dB,8.14805087463099e+01°)
1.21257325320835e+02	(-1.05318468047139e+01dB,8.14221295220765e+01°)
1.22100736716848e+02	(-1.04729893109447e+01dB,8.13633623655389e+01°)
1.22950014503044e+02	(-1.04141502142170e+01dB,8.13042049478170e+01°)
1.23805199483395e+02	(-1.03553297596047e+01dB,8.12446549312001e+01°)
1.24666332745683e+02	(-1.02965281952846e+01dB,8.11847099692265e+01°)
1.25533455663484e+02	(-1.02377457725704e+01dB,8.11243677067672e+01°)
1.26406609898144e+02	(-1.01789827459487e+01dB,8.10636257801116e+01°)
1.27285837400790e+02	(-1.01202393731137e+01dB,8.10024818170573e+01°)
1.28171180414343e+02	(-1.00615159150030e+01dB,8.09409334370027e+01°)
1.29062681475544e+02	(-1.00028126358337e+01dB,8.08789782510432e+01°)
1.29960383417001e+02	(-9.94412980313809e+00dB,8.08166138620703e+01°)
1.30864329369249e+02	(-9.88546768780067e+00dB,8.07538378648751e+01°)
1.31774562762815e+02	(-9.82682656409420e+00dB,8.06906478462541e+01°)
1.32691127330314e+02	(-9.76820670971696e+00dB,8.06270413851198e+01°)
1.33614067108543e+02	(-9.70960840582980e+00dB,8.05630160526138e+01°)
1.34543426440598e+02	(-9.65103193709352e+00dB,8.04985694122246e+01°)
1.35479249978008e+02	(-9.59247759170656e+00dB,8.04336990199087e+01°)
1.36421582682877e+02	(-9.53394566144286e+00dB,8.03684024242156e+01°)
1.37370469830044e+02	(-9.47543644168998e+00dB,8.03026771664165e+01°)
1.38325957009262e+02	(-9.41695023148744e+00dB,8.02365207806378e+01°)
1.39288090127384e+02	(-9.35848733356534e+00dB,8.01699307939977e+01°)
1.40256915410570e+02	(-9.30004805438311e+00dB,8.01029047267473e+01°)
1.41232479406509e+02	(-9.24163270416860e+00dB,8.00354400924164e+01°)
1.42214828986655e+02	(-9.18324159695723e+00dB,7.99675343979628e+01°)
1.43204011348480e+02	(-9.12487505063153e+00dB,7.98991851439262e+01°)
1.44200074017737e+02	(-9.06653338696078e+00dB,7.98303898245872e+01°)
1.45203064850750e+02	(-9.00821693164079e+00dB,7.97611459281294e+01°)
1.46213032036708e+02	(-8.94992601433406e+00dB,7.96914509368078e+01°)
1.47230024099984e+02	(-8.89166096870995e+00dB,7.96213023271203e+01°)
1.48254089902464e+02	(-8.83342213248514e+00dB,7.95506975699849e+01°)
1.49285278645894e+02	(-8.77520984746420e+00dB,7.94796341309215e+01°)
1.50323639874246e+02	(-8.71702445958041e+00dB,7.94081094702384e+01°)
1.51369223476100e+02	(-8.65886631893663e+00dB,7.93361210432237e+01°)
1.52422079687034e+02	(-8.60073577984646e+00dB,7.92636663003424e+01°)
1.53482259092047e+02	(-8.54263320087546e+00dB,7.91907426874374e+01°)
1.54549812627980e+02	(-8.48455894488250e+00dB,7.91173476459375e+01°)
1.55624791585970e+02	(-8.42651337906132e+00dB,7.90434786130686e+01°)
1.56707247613913e+02	(-8.36849687498216e+00dB,7.89691330220721e+01°)
1.57797232718942e+02	(-8.31050980863353e+00dB,7.88943083024273e+01°)
1.58894799269931e+02	(-8.25255256046404e+00dB,7.88190018800806e+01°)
1.60000000000005e+02	(-8.19462551542443e+00dB,7.87432111776795e+01°)
1.61112888009080e+02	(-8.13672906300959e+00dB,7.86669336148123e+01°)
1.62233516766410e+02	(-8.07886359730068e+00dB,7.85901666082540e+01°)
1.63361940113156e+02	(-8.02102951700737e+00dB,7.85129075722178e+01°)
1.64498212264976e+02	(-7.96322722551010e+00dB,7.84351539186127e+01°)
1.65642387814625e+02	(-7.90545713090240e+00dB,7.83569030573068e+01°)
1.66794521734585e+02	(-7.84771964603320e+00dB,7.82781523963971e+01°)
1.67954669379696e+02	(-7.79001518854927e+00dB,7.81988993424856e+01°)
1.69122886489826e+02	(-7.73234418093753e+00dB,7.81191413009607e+01°)
1.70299229192543e+02	(-7.67470705056755e+00dB,7.80388756762866e+01°)
1.71483754005812e+02	(-7.61710422973380e+00dB,7.79580998722974e+01°)
1.72676517840714e+02	(-7.55953615569809e+00dB,7.78768112924993e+01°)
1.73877578004175e+02	(-7.50200327073188e+00dB,7.77950073403782e+01°)
1.75086992201724e+02	(-7.44450602215849e+00dB,7.77126854197149e+01°)
1.76304818540263e+02	(-7.38704486239535e+00dB,7.76298429349062e+01°)
1.77531115530861e+02	(-7.32962024899608e+00dB,7.75464772912938e+01°)
1.78765942091561e+02	(-7.27223264469252e+00dB,7.74625858954997e+01°)
1.80009357550215e+02	(-7.21488251743663e+00dB,7.73781661557683e+01°)
1.81261421647333e+02	(-7.15757034044226e+00dB,7.72932154823165e+01°)
1.82522194538953e+02	(-7.10029659222677e+00dB,7.72077312876898e+01°)
1.83791736799531e+02	(-7.04306175665253e+00dB,7.71217109871271e+01°)
1.85070109424852e+02	(-6.98586632296816e+00dB,7.70351519989317e+01°)
1.86357373834959e+02	(-6.92871078584964e+00dB,7.69480517448501e+01°)
1.87653591877107e+02	(-6.87159564544120e+00dB,7.68604076504588e+01°)
1.88958825828731e+02	(-6.81452140739593e+00dB,7.67722171455580e+01°)
1.90273138400441e+02	(-6.75748858291611e+00dB,7.66834776645731e+01°)
1.91596592739035e+02	(-6.70049768879346e+00dB,7.65941866469646e+01°)
1.92929252430528e+02	(-6.64354924744877e+00dB,7.65043415376453e+01°)
1.94271181503214e+02	(-6.58664378697155e+00dB,7.64139397874049e+01°)
1.95622444430737e+02	(-6.52978184115905e+00dB,7.63229788533439e+01°)
1.96983106135193e+02	(-6.47296394955518e+00dB,7.62314561993145e+01°)
1.98353231990244e+02	(-6.41619065748882e+00dB,7.61393692963698e+01°)
1.99732887824264e+02	(-6.35946251611189e+00dB,7.60467156232214e+01°)
2.01122139923499e+02	(-6.30278008243692e+00dB,7.59534926667055e+01°)
2.02521055035251e+02	(-6.24614391937410e+00dB,7.58596979222565e+01°)
2.03929700371089e+02	(-6.18955459576806e+00dB,7.57653288943901e+01°)
2.05348143610071e+02	(-6.13301268643389e+00dB,7.56703830971936e+01°)
2.06776452902006e+02	(-6.07651877219284e+00dB,7.55748580548259e+01°)
2.08214696870716e+02	(-6.02007343990733e+00dB,7.54787513020252e+01°)
2.09662944617345e+02	(-5.96367728251544e+00dB,7.53820603846259e+01°)
2.11121265723670e+02	(-5.90733089906478e+00dB,7.52847828600838e+01°)
2.12589730255449e+02	(-5.85103489474573e+00dB,7.51869162980104e+01°)
2.14068408765785e+02	(-5.79478988092398e+00dB,7.50884582807154e+01°)
2.15557372298518e+02	(-5.73859647517242e+00dB,7.49894064037586e+01°)
2.17056692391635e+02	(-5.68245530130228e+00dB,7.48897582765105e+01°)
2.18566441080711e+02	(-5.62636698939350e+00dB,7.47895115227217e+01°)
2.20086690902366e+02	(-5.57033217582438e+00dB,7.46886637811012e+01°)
2.21617514897755e+02	(-5.51435150330028e+00dB,7.45872127059039e+01°)
2.23158986616072e+02	(-5.45842562088165e+00dB,7.44851559675271e+01°)
2.24711180118087e+02	(-5.40255518401103e+00dB,7.43824912531156e+01°)
2.26274169979703e+02	(-5.34674085453917e+00dB,7.42792162671766e+01°)
2.27848031295539e+02	(-5.29098330075028e+00dB,7.41753287322029e+01°)
2.29432839682540e+02	(-5.23528319738620e+00dB,7.40708263893059e+01°)
2.31028671283607e+02	(-5.17964122566954e+00dB,7.39657069988571e+01°)
2.32635602771258e+02	(-5.12405807332593e+00dB,7.38599683411392e+01°)
2.34253711351308e+02	(-5.06853443460495e+00dB,7.37536082170057e+01°)
2.35883074766584e+02	(-5.01307101030011e+00dB,7.36466244485508e+01°)
2.37523771300656e+02	(-4.95766850776759e+00dB,7.35390148797869e+01°)
2.39175879781598e+02	(-4.90232764094379e+00dB,7.34307773773321e+01°)
2.40839479585779e+02	(-4.84704913036167e+00dB,7.33219098311068e+01°)
2.42514650641672e+02	(-4.79183370316573e+00dB,7.32124101550392e+01°)
2.44201473433698e+02	(-4.73668209312583e+00dB,7.31022762877795e+01°)
2.45900029006090e+02	(-4.68159504064946e+00dB,7.29915061934238e+01°)
2.47610398966791e+02	(-4.62657329279276e+00dB,7.28800978622461e+01°)
2.49332665491369e+02	(-4.57161760327006e+00dB,7.27680493114404e+01°)
2.51066911326969e+02	(-4.51672873246190e+00dB,7.26553585858701e+01°)
2.52813219796290e+02	(-4.46190744742162e+00dB,7.25420237588280e+01°)
2.54571674801583e+02	(-4.40715452188028e+00dB,7.24280429328034e+01°)
2.56342360828688e+02	(-4.35247073625006e+00dB,7.23134142402592e+01°)
2.58125362951090e+02	(-4.29785687762600e+00dB,7.21981358444167e+01°)
2.59920766834005e+02	(-4.24331373978599e+00dB,7.20822059400494e+01°)
2.61728658738499e+02	(-4.18884212318914e+00dB,7.19656227542851e+01°)
2.63549125525633e+02	(-4.13444283497223e+00dB,7.18483845474166e+01°)
2.65382254660631e+02	(-4.08011668894447e+00dB,7.17304896137200e+01°)
2.67228134217088e+02	(-4.02586450558032e+00dB,7.16119362822818e+01°)
2.69086852881198e+02	(-3.97168711201039e+00dB,7.14927229178340e+01°)
2.70958499956018e+02	(-3.91758534201045e+00dB,7.13728479215962e+01°)
2.72843165365756e+02	(-3.86356003598838e+00dB,7.12523097321268e+01°)
2.74740939660091e+02	(-3.80961204096910e+00dB,7.11311068261806e+01°)
2.76651914018527e+02	(-3.75574221057737e+00dB,7.10092377195746e+01°)
2.78576180254770e+02	(-3.70195140501851e+00dB,7.08867009680611e+01°)
2.80513830821141e+02	(-3.64824049105687e+00dB,7.07634951682069e+01°)
2.82464958813020e+02	(-3.59461034199215e+00dB,7.06396189582813e+01°)
2.84429657973313e+02	(-3.54106183763334e+00dB,7.05150710191490e+01°)
2.86408022696962e+02	(-3.48759586427039e+00dB,7.03898500751706e+01°)
2.88400148035476e+02	(-3.43421331464357e+00dB,7.02639548951095e+01°)
2.90406129701502e+02	(-3.38091508791026e+00dB,7.01373842930442e+01°)
2.92426064073419e+02	(-3.32770208960943e+00dB,7.00101371292876e+01°)
2.94460048199971e+02	(-3.27457523162351e+00dB,6.98822123113108e+01°)
2.96508179804930e+02	(-3.22153543213774e+00dB,6.97536087946735e+01°)
2.98570557291789e+02	(-3.16858361559697e+00dB,6.96243255839583e+01°)
3.00647279748495e+02	(-3.11572071265963e+00dB,6.94943617337116e+01°)
3.02738446952202e+02	(-3.06294766014930e+00dB,6.93637163493874e+01°)
3.04844159374071e+02	(-3.01026540100324e+00dB,6.92323885882967e+01°)
3.06964518184096e+02	(-2.95767488421833e+00dB,6.91003776605601e+01°)
3.09099625255962e+02	(-2.90517706479410e+00dB,6.89676828300652e+01°)
3.11249583171943e+02	(-2.85277290367295e+00dB,6.88343034154264e+01°)
3.13414495227828e+02	(-2.80046336767737e+00dB,6.87002387909482e+01°)
3.15594465437887e+02	(-2.74824942944428e+00dB,6.85654883875914e+01°)
3.17789598539863e+02	(-2.69613206735630e+00dB,6.84300516939419e+01°)
3.20000000000012e+02	(-2.64411226547003e+00dB,6.82939282571808e+01°)
3.22225776018162e+02	(-2.59219101344126e+00dB,6.81571176840568e+01°)
3.24467033532822e+02	(-2.54036930644696e+00dB,6.80196196418601e+01°)
3.26723880226314e+02	(-2.48864814510421e+00dB,6.78814338593966e+01°)
3.28996424529954e+02	(-2.43702853538590e+00dB,6.77425601279624e+01°)
3.31284775629253e+02	(-2.38551148853314e+00dB,6.76029983023200e+01°)
3.33589043469171e+02	(-2.33409802096447e+00dB,6.74627483016716e+01°)
3.35909338759394e+02	(-2.28278915418168e+00dB,6.73218101106339e+01°)
3.38245772979655e+02	(-2.23158591467235e+00dB,6.71801837802105e+01°)
3.40598458385088e+02	(-2.18048933380899e+00dB,6.70378694287626e+01°)
3.42967508011627e+02	(-2.12950044774473e+00dB,6.68948672429780e+01°)
3.45353035681430e+02	(-2.07862029730563e+00dB,6.67511774788370e+01°)
3.47755156008352e+02	(-2.02784992787946e+00dB,6.66068004625751e+01°)
3.50173984403450e+02	(-1.97719038930101e+00dB,6.64617365916425e+01°)
3.52609637080529e+02	(-1.92664273573390e+00dB,6.63159863356587e+01°)
3.55062231061724e+02	(-1.87620802554876e+00dB,6.61695502373633e+01°)
3.57531884183124e+02	(-1.82588732119790e+00dB,6.60224289135601e+01°)
3.60018715100433e+02	(-1.77568168908639e+00dB,6.58746230560571e+01°)
3.62522843294670e+02	(-1.72559219943947e+00dB,6.57261334325986e+01°)
3.65044389077910e+02	(-1.67561992616638e+00dB,6.55769608877913e+01°)
3.67583473599066e+02	(-1.62576594672049e+00dB,6.54271063440224e+01°)
3.70140218849706e+02	(-1.57603134195581e+00dB,6.52765708023696e+01°)
3.72714747669920e+02	(-1.52641719597983e+00dB,6.51253553435026e+01°)
3.75307183754216e+02	(-1.47692459600258e+00dB,6.49734611285748e+01°)
3.77917651657465e+02	(-1.42755463218218e+00dB,6.48208894001055e+01°)
3.80546276800886e+02	(-1.37830839746646e+00dB,6.46676414828515e+01°)
3.83193185478072e+02	(-1.32918698743110e+00dB,6.45137187846665e+01°)
3.85858504861059e+02	(-1.28019150011391e+00dB,6.43591227973503e+01°)
3.88542363006430e+02	(-1.23132303584549e+00dB,6.42038550974837e+01°)
3.91244888861478e+02	(-1.18258269707616e+00dB,6.40479173472516e+01°)
3.93966212270389e+02	(-1.13397158819926e+00dB,6.38913112952512e+01°)
3.96706463980491e+02	(-1.08549081537066e+00dB,6.37340387772864e+01°)
3.99465775648532e+02	(-1.03714148632470e+00dB,6.35761017171464e+01°)
4.02244279847001e+02	(-9.88924710186474e-01dB,6.34175021273689e+01°)
4.05042110070506e+02	(-9.40841597280437e-01dB,6.32582421099864e+01°)
4.07859400742180e+02	(-8.92893258935408e-01dB,6.30983238572549e+01°)
4.10696287220146e+02	(-8.45080807286053e-01dB,6.29377496523654e+01°)
4.13552905804014e+02	(-7.97405355070673e-01dB,6.27765218701362e+01°)
4.16429393741436e+02	(-7.49868015425627e-01dB,6.26146429776853e+01°)
4.19325889234693e+02	(-7.02469901676121e-01dB,6.24521155350839e+01°)
4.22242531447343e+02	(-6.55212127123631e-01dB,6.22889421959880e+01°)
4.25179460510901e+02	(-6.08095804829817e-01dB,6.21251257082489e+01°)
4.28136817531573e+02	(-5.61122047397189e-01dB,6.19606689145014e+01°)
4.31114744597038e+02	(-5.14291966746281e-01dB,6.17955747527287e+01°)
4.34113384783273e+02	(-4.67606673889693e-01dB,6.16298462568046e+01°)
4.37132882161424e+02	(-4.21067278702795e-01dB,6.14634865570100e+01°)
4.40173381804736e+02	(-3.74674889691353e-01dB,6.12964988805250e+01°)
4.43235029795514e+02	(-3.28430613755958e-01dB,6.11288865518954e+01°)
4.46317973232148e+02	(-2.82335555953475e-01dB,6.09606529934721e+01°)
4.49422360236178e+02	(-2.36390819255473e-01dB,6.07918017258237e+01°)
4.52548339959409e+02	(-1.90597504303776e-01dB,6.06223363681211e+01°)
4.55696062591082e+02	(-1.44956709163161e-01dB,6.04522606384934e+01°)
4.58865679365084e+02	(-9.94695290712884e-02dB,6.02815783543545e+01°)
4.62057342567218e+02	(-5.41370561859921e-02dB,6.01102934327000e+01°)
4.65271205542519e+02	(-8.96037932996385e-03dB,5.99384098903733e+01°)
4.68507422702620e+02	(3.60594162670780e-02dB,5.97659318443004e+01°)
4.71766149533172e+02	(8.09212492286188e-02dB,5.95928635116929e+01°)
4.75047542601316e+02	(1.25624042293860e-01dB,5.94192092102182e+01°)
4.78351759563200e+02	(1.70166722582494e-01dB,5.92449733581371e+01°)
4.81678959171562e+02	(2.14548221861568e-01dB,5.90701604744068e+01°)
4.85029301283348e+02	(2.58767476814339e-01dB,5.88947751787499e+01°)
4.88402946867400e+02	(3.02823429311028e-01dB,5.87188221916892e+01°)
4.91800058012185e+02	(3.46715026681371e-01dB,5.85423063345452e+01°)
4.95220797933586e+02	(3.90441221988818e-01dB,5.83652325293990e+01°)
4.98665330982741e+02	(4.34000974306282e-01dB,5.81876057990185e+01°)
5.02133822653942e+02	(4.77393248993284e-01dB,5.80094312667462e+01°)
5.05626439592583e+02	(5.20617017974433e-01dB,5.78307141563511e+01°)
5.09143349603170e+02	(5.63671260019034e-01dB,5.76514597918408e+01°)
5.12684721657380e+02	(6.06554961021731e-01dB,5.74716735972366e+01°)
5.16250725902183e+02	(6.49267114284069e-01dB,5.72913610963079e+01°)
5.19841533668013e+02	(6.91806720796772e-01dB,5.71105279122691e+01°)
5.23457317477002e+02	(7.34172789522633e-01dB,5.69291797674349e+01°)
5.27098251051269e+02	(7.76364337679930e-01dB,5.67473224828362e+01°)
5.30764509321266e+02	(8.18380391026087e-01dB,5.65649619777960e+01°)
5.34456268434179e+02	(8.60219984141534e-01dB,5.63821042694633e+01°)
5.38173705762400e+02	(9.01882160713616e-01dB,5.61987554723065e+01°)
5.41916999912041e+02	(9.43365973820289e-01dB,5.60149217975657e+01°)
5.45686330731516e+02	(9.84670486213586e-01dB,5.58306095526626e+01°)
5.49481879320186e+02	(1.02579477060260e+00dB,5.56458251405691e+01°)
5.53303828037058e+02	(1.06673790993582e+00dB,5.54605750591337e+01°)
5.57152360509544e+02	(1.10749899768278e+00dB,5.52748659003658e+01°)
5.61027661642287e+02	(1.14807713811464e+00dB,5.50887043496773e+01°)
5.64929917626044e+02	(1.18847144658370e+00dB,5.49020971850827e+01°)
5.68859315946630e+02	(1.22868104980173e+00dB,5.47150512763558e+01°)
5.72816045393927e+02	(1.26870508611663e+00dB,5.45275735841445e+01°)
5.76800296070957e+02	(1.30854270578771e+00dB,5.43396711590430e+01°)
5.80812259403009e+02	(1.34819307125900e+00dB,5.41513511406218e+01°)
5.84852128146842e+02	(1.38765535743065e+00dB,5.39626207564148e+01°)
5.88920096399946e+02	(1.42692875192824e+00dB,5.37734873208648e+01°)
5.93016359609864e+02	(1.46601245536965e+00dB,5.35839582342269e+01°)
5.97141114583583e+02	(1.50490568162961e+00dB,5.33940409814295e+01°)
6.01294559496994e+02	(1.54360765810138e+00dB,5.32037431308940e+01°)
6.05476893904408e+02	(1.58211762595584e+00dB,5.30130723333134e+01°)
6.09688318748147e+02	(1.62043484039729e+00dB,5.28220363203889e+01°)
6.13929036368197e+02	(1.65855857091632e+00dB,5.26306429035268e+01°)
6.18199250511929e+02	(1.69648810153912e+00dB,5.24388999724937e+01°)
6.22499166343890e+02	(1.73422273107341e+00dB,5.22468154940330e+01°)
6.26828990455661e+02	(1.77176177335055e+00dB,5.20543975104408e+01°)
6.31188930875778e+02	(1.80910455746385e+00dB,5.18616541381029e+01°)
6.35579197079732e+02	(1.84625042800283e+00dB,5.16685935659937e+01°)
6.40000000000029e+02	(1.88319874528320e+00dB,5.14752240541359e+01°)
6.44451552036329e+02	(1.91994888557259e+00dB,5.12815539320240e+01°)
6.48934067065648e+02	(1.95650024131161e+00dB,5.10875915970099e+01°)
6.53447760452633e+02	(1.99285222133030e+00dB,5.08933455126525e+01°)
6.57992849059912e+02	(2.02900425105970e+00dB,5.06988242070321e+01°)
6.62569551258512e+02	(2.06495577273835e+00dB,5.05040362710293e+01°)
6.67178086938348e+02	(2.10070624561371e+00dB,5.03089903565707e+01°)
6.71818677518794e+02	(2.13625514613822e+00dB,5.01136951748399e+01°)
6.76491545959314e+02	(2.17160196815984e+00dB,4.99181594944577e+01°)
6.81196916770181e+02	(2.20674622310706e+00dB,4.97223921396290e+01°)
6.85935016023259e+02	(2.24168744016810e+00dB,4.95264019882603e+01°)
6.90706071362865e+02	(2.27642516646428e+00dB,4.93301979700462e+01°)
6.95510312016709e+02	(2.31095896721727e+00dB,4.91337890645279e+01°)
7.00347968806906e+02	(2.34528842591029e+00dB,4.89371842991232e+01°)
7.05219274161063e+02	(2.37941314444293e+00dB,4.87403927471299e+01°)
7.10124462123454e+02	(2.41333274327970e+00dB,4.85434235257027e+01°)
7.15063768366254e+02	(2.44704686159190e+00dB,4.83462857938061e+01°)
7.20037430200871e+02	(2.48055515739302e+00dB,4.81489887501427e+01°)
7.25045686589345e+02	(2.51385730766728e+00dB,4.79515416310596e+01°)
7.30088778155825e+02	(2.54695300849143e+00dB,4.77539537084327e+01°)
7.35166947198137e+02	(2.57984197514955e+00dB,4.75562342875306e+01°)
7.40280437699418e+02	(2.61252394224087e+00dB,4.73583927048597e+01°)
7.45429495339847e+02	(2.64499866378041e+00dB,4.71604383259912e+01°)
7.50614367508438e+02	(2.67726591329255e+00dB,4.69623805433707e+01°)
7.55835303314935e+02	(2.70932548389717e+00dB,4.67642287741133e+01°)
7.61092553601777e+02	(2.74117718838863e+00dB,4.65659924577835e+01°)
7.66386370956150e+02	(2.77282085930719e+00dB,4.63676810541622e+01°)
7.71717009722123e+02	(2.80425634900307e+00dB,4.61693040410024e+01°)
7.77084726012867e+02	(2.83548352969298e+00dB,4.59708709117738e+01°)
7.82489777722961e+02	(2.86650229350908e+00dB,4.57723911733989e+01°)
7.87932424540784e+02	(2.89731255254032e+00dB,4.55738743439806e+01°)
7.93412927960989e+02	(2.92791423886622e+00dB,4.53753299505234e+01°)
7.98931551297070e+02	(2.95830730458293e+00dB,4.51767675266500e+01°)
8.04488559694008e+02	(2.98849172182163e+00dB,4.49781966103131e+01°)
8.10084220141018e+02	(3.01846748275925e+00dB,4.47796267415052e+01°)
8.15718801484367e+02	(3.04823459962147e+00dB,4.45810674599673e+01°)
8.21392574440298e+02	(3.07779310467803e+00dB,4.43825283028975e+01°)
8.27105811608035e+02	(3.10714305023030e+00dB,4.41840188026608e+01°)
8.32858787482877e+02	(3.13628450859124e+00dB,4.39855484845026e+01°)
8.38651778469393e+02	(3.16521757205760e+00dB,4.37871268642656e+01°)
8.44485062894693e+02	(3.19394235287449e+00dB,4.35887634461124e+01°)
8.50358921021808e+02	(3.22245898319240e+00dB,4.33904677202551e+01°)
8.56273635063153e+02	(3.25076761501649e+00dB,4.31922491606928e+01°)
8.62229489194083e+02	(3.27886842014851e+00dB,4.29941172229590e+01°)
8.68226769566552e+02	(3.30676159012103e+00dB,4.27960813418789e+01°)
8.74265764322855e+02	(3.33444733612438e+00dB,4.25981509293399e+01°)
8.80346763609479e+02	(3.36192588892613e+00dB,4.24003353720746e+01°)
8.86470059591035e+02	(3.38919749878325e+00dB,4.22026440294584e+01°)
8.92635946464303e+02	(3.41626243534704e+00dB,4.20050862313235e+01°)
8.98844720472362e+02	(3.44312098756088e+00dB,4.18076712757895e+01°)
9.05096679918825e+02	(3.46977346355084e+00dB,4.16104084271122e+01°)
9.11392125182170e+02	(3.49622019050938e+00dB,4.14133069135526e+01°)
9.17731358730175e+02	(3.52246151457205e+00dB,4.12163759252655e+01°)
9.24114685134443e+02	(3.54849780068741e+00dB,4.10196246122104e+01°)
9.30542411085044e+02	(3.57432943248026e+00dB,4.08230620820857e+01°)
9.37014845405246e+02	(3.59995681210821e+00dB,4.06266973982862e+01°)
9.43532299066351e+02	(3.62538036011180e+00dB,4.04305395778860e+01°)
9.50095085202638e+02	(3.65060051525825e+00dB,4.02345975896479e+01°)
9.56703519126408e+02	(3.67561773437895e+00dB,4.00388803520590e+01°)
9.63357918343131e+02	(3.70043249220080e+00dB,3.98433967313958e+01°)
9.70058602566703e+02	(3.72504528117158e+00dB,3.96481555398172e+01°)
9.76805893734806e+02	(3.74945661127945e+00dB,3.94531655334882e+01°)
9.83600116024377e+02	(3.77366700986677e+00dB,3.92584354107345e+01°)
9.90441595867179e+02	(3.79767702143825e+00dB,3.90639738102288e+01°)
9.97330661965490e+02	(3.82148720746374e+00dB,3.88697893092098e+01°)
1.00426764530789e+03	(3.84509814617568e+00dB,3.86758904217352e+01°)
1.01125287918517e+03	(3.86851043236149e+00dB,3.84822855969680e+01°)
1.01828669920635e+03	(3.89172467715088e+00dB,3.82889832174984e+01°)
1.02536944331477e+03	(3.91474150779840e+00dB,3.80959915977019e+01°)
1.03250145180437e+03	(3.93756156746132e+00dB,3.79033189821328e+01°)
1.03968306733603e+03	(3.96018551497300e+00dB,3.77109735439554e+01°)
1.04691463495401e+03	(3.98261402461190e+00dB,3.75189633834127e+01°)
1.05419650210255e+03	(4.00484778586640e+00dB,3.73272965263332e+01°)
1.06152901864254e+03	(4.02688750319575e+00dB,3.71359809226767e+01°)
1.06891253686837e+03	(4.04873389578697e+00dB,3.69450244451191e+01°)
1.07634741152481e+03	(4.07038769730828e+00dB,3.67544348876768e+01°)
1.08383399982409e+03	(4.09184965565888e+00dB,3.65642199643720e+01°)
1.09137266146304e+03	(4.11312053271557e+00dB,3.63743873079373e+01°)
1.09896375864038e+03	(4.13420110407604e+00dB,3.61849444685623e+01°)
1.10660765607412e+03	(4.15509215879932e+00dB,3.59958989126806e+01°)
1.11430472101910e+03	(4.17579449914342e+00dB,3.58072580217989e+01°)
1.12205532328458e+03	(4.19630894030024e+00dB,3.56190290913671e+01°)
1.12985983525210e+03	(4.21663631012818e+00dB,3.54312193296913e+01°)
1.13771863189327e+03	(4.23677744888230e+00dB,3.52438358568876e+01°)
1.14563209078786e+03	(4.25673320894257e+00dB,3.50568857038797e+01°)
1.15360059214192e+03	(4.27650445454003e+00dB,3.48703758114374e+01°)
1.16162451880603e+03	(4.29609206148126e+00dB,3.46843130292583e+01°)
1.16970425629369e+03	(4.31549691687126e+00dB,3.44987041150919e+01°)
1.17784019279990e+03	(4.33471991883493e+00dB,3.43135557339060e+01°)
1.18603271921974e+03	(4.35376197623728e+00dB,3.41288744570955e+01°)
1.19428222916718e+03	(4.37262400840254e+00dB,3.39446667617337e+01°)
1.20258911899400e+03	(4.39130694483244e+00dB,3.37609390298658e+01°)
1.21095378780883e+03	(4.40981172492366e+00dB,3.35776975478444e+01°)
1.21937663749630e+03	(4.42813929768473e+00dB,3.33949485057074e+01°)
1.22785807273640e+03	(4.44629062145253e+00dB,3.32126979965974e+01°)
1.23639850102387e+03	(4.46426666360851e+00dB,3.30309520162225e+01°)
1.24499833268779e+03	(4.48206840029477e+00dB,3.28497164623589e+01°)
1.25365798091133e+03	(4.49969681613025e+00dB,3.26689971343944e+01°)
1.26237786175157e+03	(4.51715290392710e+00dB,3.24887997329126e+01°)
1.27115839415947e+03	(4.53443766440739e+00dB,3.23091298593175e+01°)
1.28000000000007e+03	(4.55155210592031e+00dB,3.21299930154986e+01°)
1.28890310407267e+03	(4.56849724416004e+00dB,3.19513946035350e+01°)
1.29786813413131e+03	(4.58527410188440e+00dB,3.17733399254400e+01°)
1.30689552090528e+03	(4.60188370863441e+00dB,3.15958341829432e+01°)
1.31598569811983e+03	(4.61832710045492e+00dB,3.14188824773125e+01°)
1.32513910251703e+03	(4.63460531961640e+00dB,3.12424898092126e+01°)
1.33435617387671e+03	(4.65071941433812e+00dB,3.10666610786028e+01°)
1.34363735503760e+03	(4.66667043851269e+00dB,3.08914010846701e+01°)
1.35298309191864e+03	(4.68245945143226e+00dB,3.07167145258002e+01°)
1.36239383354037e+03	(4.69808751751631e+00dB,3.05426059995834e+01°)
1.37187003204653e+03	(4.71355570604135e+00dB,3.03690800028566e+01°)
1.38141214272574e+03	(4.72886509087242e+00dB,3.01961409317801e+01°)
1.39102062403343e+03	(4.74401675019677e+00dB,3.00237930819480e+01°)
1.40069593761382e+03	(4.75901176625949e+00dB,2.98520406485334e+01°)
1.41043854832214e+03	(4.77385122510155e+00dB,2.96808877264654e+01°)
1.42024892424692e+03	(4.78853621630003e+00dB,2.95103383106394e+01°)
1.43012753673252e+03	(4.80306783271090e+00dB,2.93403962961587e+01°)
1.44007486040175e+03	(4.81744717021424e+00dB,2.91710654786079e+01°)
1.45009137317870e+03	(4.83167532746206e+00dB,2.90023495543554e+01°)
