x_rel,y_rel
44.8430741648109,49.0
45.04864227813051,49.0
45.254210391450115,49.0
45.45977850476973,48.5
45.66534661808934,48.5
45.870914731408945,48.0
46.07648284472855,48.5
46.28205095804816,48.5
46.48761907136777,48.5
46.69318718468738,49.0
46.89875529800699,48.0
47.1043234113266,48.0
47.309891524646204,48.5
47.51545963796581,48.5
47.72102775128542,48.5
47.926595864605034,48.5
48.13216397792464,48.0
48.33773209124425,47.5
48.543300204563856,48.0
48.74886831788346,48.5
48.95443643120307,48.0
49.160004544522685,48.0
49.36557265784229,48.5
49.5711407711619,48.5
49.77670888448151,48.5
49.982276997801115,48.5
50.18784511112073,48.5
50.39341322444034,48.5
50.598981337759945,48.5
50.80454945107955,48.0
51.01011756439916,48.0
51.21568567771877,48.5
51.42125379103838,48.5
51.62682190435799,48.0
51.8323900176776,48.5
52.037958130997204,48.5
52.24352624431681,48.5
52.44909435763642,48.0
52.654662470956026,48.0
52.860230584275634,48.0
53.06579869759524,48.0
53.27136681091485,48.5
53.476934924234456,48.5
53.68250303755407,47.5
53.88807115087368,48.5
54.093639264193285,48.5
54.29920737751289,48.5
54.5047754908325,49.0
54.710343604152115,49.0
54.91591171747172,49.0
55.12147983079133,48.5
55.32704794411094,48.5
55.532616057430545,48.5
55.73818417075015,48.5
55.94375228406977,48.0
56.149320397389374,48.5
56.35488851070898,48.5
56.56045662402859,49.0
56.7660247373482,49.0
56.971592850667804,49.0
57.17716096398742,49.5
57.382729077307026,51.0
57.58829719062663,52.75
57.79386530394624,54.0
57.99943341726585,55.0
58.205001530585456,56.5
58.41056964390507,57.0
58.61613775722468,57.0
58.821705870544285,57.5
59.02727398386389,59.0
59.2328420971835,62.0
59.43841021050311,64.0
59.64397832382272,66.5
59.84954643714233,71.0
60.05511455046194,74.5
60.260682663781544,75.5
60.46625077710115,79.0
60.67181889042077,80.5
60.877387003740374,80.0
61.08295511705998,78.18181818181819
61.28852323037959,77.0
61.494091343699196,75.0
61.699659457018804,76.0
61.90522757033842,78.5
62.110795683658026,79.5
62.31636379697763,82.0
62.52193191029724,84.0
62.72750002361685,89.0
62.933068136936456,92.5
63.13863625025607,95.5
63.34420436357568,96.0
63.549772476895285,94.5
63.75534059021489,94.5
63.9609087035345,93.5
64.16647681685411,92.0
64.37204493017371,91.0
64.57761304349333,91.5
64.78318115681293,92.0
64.98874927013254,92.5
65.19431738345216,94.5
65.39988549677176,96.5
65.60545361009137,98.0
65.81102172341097,99.0
66.01658983673059,100.0
66.2221579500502,101.0
66.4277260633698,100.5
