x_rel,y_rel,x_abs,res
69.02904126190998,106.5,2530.6084387515193,high
69.23901884902027,102.0,2538.113810917508,high
69.44899643613054,101.0,2545.6191830834964,high
69.65897402324083,97.0,2553.1245552494856,high
69.8689516103511,92.0,2560.629927415474,high
70.07892919746138,87.0,2568.1352995814627,high
70.28890678457167,83.66666666666666,2575.6406717474515,high
70.49888437168194,82.5,2583.1460439134403,high
70.70886195879223,81.5,2590.651416079429,high
70.9188395459025,81.5,2598.156788245418,high
71.12881713301279,84.0,2605.6621604114066,high
71.33879472012306,85.0,2613.1675325773954,high
71.54877230723335,86.77777777777777,2620.672904743384,high
71.75874989434362,90.5,2628.178276909373,high
71.96872748145391,92.0,2635.6836490753617,high
72.17870506856418,94.0,2643.1890212413505,high
72.38868265567446,96.0,2650.694393407339,high
72.59866024278475,94.0,2658.199765573328,high
72.80863782989502,91.5,2665.7051377393163,high
73.01861541700531,88.5,2673.2105099053056,high
73.22859300411558,87.5,2680.715882071294,high
73.43857059122587,84.0,2688.221254237283,high
73.64854817833614,81.0,2695.7266264032714,high
73.85852576544643,78.16666666666666,2703.2319985692607,high
74.0685033525567,77.0,2710.737370735249,high
74.27848093966698,76.5,2718.2427429012378,high
74.48845852677726,77.0,2725.7481150672265,high
74.69843611388754,78.0,2733.2534872332153,high
74.90841370099783,77.0,2740.758859399204,high
75.1183912881081,76.5,2748.264231565193,high
75.32836887521839,74.5,2755.7696037311816,high
75.53834646232866,70.0,2763.2749758971704,high
75.74832404943895,65.5,2770.780348063159,high
75.95830163654922,62.5,2778.285720229148,high
76.16827922365951,60.0,2785.7910923951367,high
76.37825681076978,56.0,2793.2964645611255,high
76.58823439788006,55.5,2800.801836727114,high
76.79821198499035,54.5,2808.307208893103,high
77.00818957210062,54.0,2815.8125810590914,high
77.2181671592109,53.5,2823.31795322508,high
77.42814474632118,53.5,2830.823325391069,high
77.63812233343147,53.5,2838.3286975570577,high
77.84809992054174,53.5,2845.8340697230465,high
78.05807750765203,53.0,2853.3394418890352,high
78.2680550947623,52.0,2860.844814055024,high
78.47803268187258,51.0,2868.3501862210123,high
78.68801026898286,50.0,2875.8555583870016,high
78.89798785609314,49.5,2883.36093055299,high
79.10796544320343,49.0,2890.866302718979,high
79.3179430303137,48.5,2898.3716748849674,high
79.52792061742399,48.5,2905.8770470509567,high
79.73789820453426,48.400000000000006,2913.382419216945,high
79.94787579164455,48.5,2920.887791382934,high
80.15785337875482,48.5,2928.3931635489225,high
80.36783096586511,48.0,2935.8985357149118,high
80.57780855297538,48.5,2943.4039078809,high
80.78778614008566,48.5,2950.909280046889,high
80.99776372719595,48.5,2958.4146522128776,high
81.20774131430622,48.5,2965.9200243788664,high
81.4177189014165,48.5,2973.425396544855,high
81.62769648852678,48.5,2980.930768710844,high
81.83767407563707,48.5,2988.4361408768327,high
82.04765166274734,49.0,2995.9415130428215,high
82.25762924985763,49.0,3003.4468852088103,high
82.4676068369679,48.5,3010.952257374799,high
82.67758442407818,48.0,3018.4576295407874,high
82.88756201118846,48.0,3025.9630017067766,high
83.09753959829874,48.5,3033.468373872765,high
83.30751718540903,48.5,3040.973746038754,high
83.5174947725193,48.5,3048.4791182047425,high
83.72747235962959,48.5,3055.9844903707317,high
83.93744994673986,48.5,3063.48986253672,high
84.14742753385015,48.5,3070.9952347027092,high
84.35740512096042,48.0,3078.5006068686976,high
84.56738270807071,48.0,3086.005979034687,high
84.77736029518098,48.5,3093.511351200675,high
84.98733788229126,48.5,3101.0167233666634,high
85.19731546940154,48.5,3108.5220955326527,high
85.40729305651182,48.5,3116.027467698641,high
85.6172706436221,48.0,3123.53283986463,high
85.82724823073238,48.0,3131.0382120306185,high
86.03722581784267,48.0,3138.5435841966078,high
86.24720340495294,48.0,3146.048956362596,high
86.45718099206323,48.0,3153.5543285285853,high
86.6671585791735,48.0,3161.0597006945736,high
86.87713616628379,48.5,3168.565072860563,high
87.08711375339406,48.5,3176.070445026551,high
87.29709134050434,48.0,3183.57581719254,high
87.50706892761463,48.5,3191.0811893585287,high
87.7170465147249,48.5,3198.5865615245175,high
87.92702410183519,48.0,3206.0919336905063,high
88.13700168894546,48.5,3213.597305856495,high
88.34697927605575,48.5,3221.102678022484,high
88.55695686316602,48.5,3228.6080501884726,high
88.76693445027631,48.5,3236.1134223544614,high
88.97691203738658,48.5,3243.61879452045,high
89.18688962449686,48.5,3251.1241666864385,high
89.39686721160714,48.5,3258.6295388524277,high
89.60684479871742,48.5,3266.134911018416,high
89.8168223858277,48.5,3273.6402831844052,high
90.02679997293798,48.5,3281.1456553503936,high
90.23677756004827,48.5,3288.651027516383,high
90.44675514715854,48.5,3296.156399682371,high
90.65673273426883,48.5,3303.6617718483603,high
90.8667103213791,48.5,3311.1671440143487,high
91.07668790848939,48.5,3318.672516180338,high
91.28666549559966,48.5,3326.177888346326,high
91.49664308270994,48.0,3333.6832605123145,high
91.70662066982023,48.0,3341.1886326783037,high
91.9165982569305,48.0,3348.694004844292,high
92.12657584404079,48.5,3356.1993770102813,high
92.33655343115106,49.0,3363.7047491762696,high
92.54653101826135,49.0,3371.210121342259,high
92.75650860537162,48.5,3378.715493508247,high
92.96648619248191,48.5,3386.2208656742364,high
93.17646377959218,48.5,3393.7262378402247,high
93.38644136670246,48.5,3401.2316100062135,high
93.59641895381274,48.5,3408.7369821722023,high
93.80639654092302,48.5,3416.242354338191,high
94.0163741280333,48.0,3423.74772650418,high
94.22635171514358,48.0,3431.2530986701686,high
94.43632930225387,48.5,3438.7584708361574,high
94.64630688936414,48.5,3446.263843002146,high
94.85628447647443,48.5,3453.769215168135,high
95.0662620635847,48.5,3461.2745873341237,high
95.27623965069499,48.0,3468.7799595001125,high
95.48621723780526,48.0,3476.2853316661012,high
95.69619482491554,48.5,3483.7907038320895,high
95.90617241202582,48.5,3491.296075998079,high
96.1161499991361,48.5,3498.801448164067,high
96.32612758624639,48.5,3506.3068203300563,high
96.53610517335666,48.5,3513.8121924960446,high
96.74608276046695,48.5,3521.317564662034,high
96.95606034757722,48.5,3528.822936828022,high
97.16603793468751,48.5,3536.3283089940114,high
97.37601552179778,48.5,3543.8336811599997,high
97.58599310890806,48.5,3551.3390533259885,high
97.79597069601834,48.0,3558.8444254919773,high
98.00594828312862,48.0,3566.3497976579656,high
98.2159258702389,48.0,3573.855169823955,high
98.42590345734918,48.5,3581.360541989943,high
98.63588104445947,48.5,3588.8659141559324,high
98.84585863156974,48.5,3596.3712863219207,high
99.05583621868003,48.5,3603.87665848791,high
99.2658138057903,48.0,3611.3820306538983,high
99.47579139290059,48.0,3618.8874028198875,high
99.68576898001086,47.5,3626.392774985876,high
99.89574656712114,47.5,3633.8981471518646,high
100.10572415423142,48.5,3641.4035193178534,high
100.3157017413417,48.5,3648.908891483842,high
100.52567932845199,48.0,3656.414263649831,high
100.73565691556226,49.0,3663.9196358158197,high
100.94563450267255,49.0,3671.4250079818084,high
101.15561208978282,49.0,3678.930380147797,high
101.36558967689311,48.5,3686.435752313786,high
101.57556726400338,48.5,3693.9411244797748,high
101.78554485111366,48.5,3701.446496645763,high
101.99552243822394,48.5,3708.9518688117523,high
102.20550002533422,48.5,3716.4572409777406,high
102.4154776124445,48.5,3723.96261314373,high
