Freq.	V(vout)/V(vin)
5.46822234169772e+02	(-1.49648281669858e+01dB,3.17535298568116e+01°)
5.47201393851206e+02	(-1.49631615598415e+01dB,3.17357606194762e+01°)
5.47580816437209e+02	(-1.49614966230269e+01dB,3.17179968824501e+01°)
5.47960502110076e+02	(-1.49598333555074e+01dB,3.17002386508585e+01°)
5.48340451052229e+02	(-1.49581717562479e+01dB,3.16824859298166e+01°)
5.48720663446214e+02	(-1.49565118242125e+01dB,3.16647387244296e+01°)
5.49101139474707e+02	(-1.49548535583647e+01dB,3.16469970397927e+01°)
5.49481879320507e+02	(-1.49531969576674e+01dB,3.16292608809908e+01°)
5.49862883166544e+02	(-1.49515420210829e+01dB,3.16115302530990e+01°)
5.50244151195870e+02	(-1.49498887475729e+01dB,3.15938051611822e+01°)
5.50625683591667e+02	(-1.49482371360983e+01dB,3.15760856102953e+01°)
5.51007480537245e+02	(-1.49465871856195e+01dB,3.15583716054830e+01°)
5.51389542216038e+02	(-1.49449388950964e+01dB,3.15406631517802e+01°)
5.51771868811608e+02	(-1.49432922634880e+01dB,3.15229602542115e+01°)
5.52154460507647e+02	(-1.49416472897529e+01dB,3.15052629177916e+01°)
5.52537317487971e+02	(-1.49400039728491e+01dB,3.14875711475249e+01°)
5.52920439936525e+02	(-1.49383623117338e+01dB,3.14698849484061e+01°)
5.53303828037382e+02	(-1.49367223053639e+01dB,3.14522043254195e+01°)
5.53687481974741e+02	(-1.49350839526952e+01dB,3.14345292835394e+01°)
5.54071401932930e+02	(-1.49334472526835e+01dB,3.14168598277303e+01°)
5.54455588096405e+02	(-1.49318122042837e+01dB,3.13991959629462e+01°)
5.54840040649749e+02	(-1.49301788064499e+01dB,3.13815376941313e+01°)
5.55224759777673e+02	(-1.49285470581360e+01dB,3.13638850262198e+01°)
5.55609745665017e+02	(-1.49269169582952e+01dB,3.13462379641355e+01°)
5.55994998496749e+02	(-1.49252885058799e+01dB,3.13285965127925e+01°)
5.56380518457964e+02	(-1.49236616998421e+01dB,3.13109606770945e+01°)
5.56766305733887e+02	(-1.49220365391333e+01dB,3.12933304619354e+01°)
5.57152360509871e+02	(-1.49204130227042e+01dB,3.12757058721988e+01°)
5.57538682971395e+02	(-1.49187911495051e+01dB,3.12580869127584e+01°)
5.57925273304071e+02	(-1.49171709184856e+01dB,3.12404735884778e+01°)
5.58312131693637e+02	(-1.49155523285948e+01dB,3.12228659042103e+01°)
5.58699258325960e+02	(-1.49139353787813e+01dB,3.12052638647994e+01°)
5.59086653387037e+02	(-1.49123200679931e+01dB,3.11876674750784e+01°)
5.59474317062992e+02	(-1.49107063951774e+01dB,3.11700767398705e+01°)
5.59862249540079e+02	(-1.49090943592813e+01dB,3.11524916639890e+01°)
5.60250451004682e+02	(-1.49074839592508e+01dB,3.11349122522368e+01°)
5.60638921643314e+02	(-1.49058751940319e+01dB,3.11173385094069e+01°)
5.61027661642617e+02	(-1.49042680625697e+01dB,3.10997704402824e+01°)
5.61416671189360e+02	(-1.49026625638087e+01dB,3.10822080496359e+01°)
5.61805950470447e+02	(-1.49010586966932e+01dB,3.10646513422304e+01°)
5.62195499672906e+02	(-1.48994564601666e+01dB,3.10471003228183e+01°)
5.62585318983899e+02	(-1.48978558531720e+01dB,3.10295549961425e+01°)
5.62975408590714e+02	(-1.48962568746518e+01dB,3.10120153669352e+01°)
5.63365768680772e+02	(-1.48946595235479e+01dB,3.09944814399191e+01°)
5.63756399441623e+02	(-1.48930637988018e+01dB,3.09769532198064e+01°)
5.64147301060945e+02	(-1.48914696993544e+01dB,3.09594307112994e+01°)
5.64538473726550e+02	(-1.48898772241460e+01dB,3.09419139190904e+01°)
5.64929917626376e+02	(-1.48882863721164e+01dB,3.09244028478613e+01°)
5.65321632948495e+02	(-1.48866971422049e+01dB,3.09068975022843e+01°)
5.65713619881107e+02	(-1.48851095333504e+01dB,3.08893978870212e+01°)
5.66105878612544e+02	(-1.48835235444911e+01dB,3.08719040067241e+01°)
5.66498409331267e+02	(-1.48819391745647e+01dB,3.08544158660345e+01°)
5.66891212225869e+02	(-1.48803564225085e+01dB,3.08369334695844e+01°)
5.67284287485074e+02	(-1.48787752872593e+01dB,3.08194568219952e+01°)
5.67677635297735e+02	(-1.48771957677533e+01dB,3.08019859278785e+01°)
5.68071255852838e+02	(-1.48756178629263e+01dB,3.07845207918358e+01°)
5.68465149339499e+02	(-1.48740415717134e+01dB,3.07670614184586e+01°)
5.68859315946965e+02	(-1.48724668930495e+01dB,3.07496078123280e+01°)
5.69253755864615e+02	(-1.48708938258687e+01dB,3.07321599780154e+01°)
5.69648469281959e+02	(-1.48693223691048e+01dB,3.07147179200819e+01°)
5.70043456388637e+02	(-1.48677525216912e+01dB,3.06972816430785e+01°)
5.70438717374423e+02	(-1.48661842825606e+01dB,3.06798511515464e+01°)
5.70834252429221e+02	(-1.48646176506453e+01dB,3.06624264500164e+01°)
5.71230061743067e+02	(-1.48630526248771e+01dB,3.06450075430094e+01°)
5.71626145506129e+02	(-1.48614892041873e+01dB,3.06275944350362e+01°)
5.72022503908706e+02	(-1.48599273875070e+01dB,3.06101871305974e+01°)
5.72419137141231e+02	(-1.48583671737663e+01dB,3.05927856341838e+01°)
5.72816045394266e+02	(-1.48568085618954e+01dB,3.05753899502758e+01°)
5.73213228858507e+02	(-1.48552515508236e+01dB,3.05580000833440e+01°)
5.73610687724783e+02	(-1.48536961394799e+01dB,3.05406160378488e+01°)
5.74008422184054e+02	(-1.48521423267929e+01dB,3.05232378182406e+01°)
5.74406432427412e+02	(-1.48505901116907e+01dB,3.05058654289597e+01°)
5.74804718646083e+02	(-1.48490394931008e+01dB,3.04884988744362e+01°)
5.75203281031424e+02	(-1.48474904699506e+01dB,3.04711381590903e+01°)
5.75602119774927e+02	(-1.48459430411666e+01dB,3.04537832873322e+01°)
5.76001235068214e+02	(-1.48443972056752e+01dB,3.04364342635618e+01°)
5.76400627103041e+02	(-1.48428529624021e+01dB,3.04190910921691e+01°)
5.76800296071298e+02	(-1.48413103102728e+01dB,3.04017537775340e+01°)
5.77200242165007e+02	(-1.48397692482123e+01dB,3.03844223240264e+01°)
5.77600465576322e+02	(-1.48382297751450e+01dB,3.03670967360060e+01°)
5.78000966497534e+02	(-1.48366918899950e+01dB,3.03497770178225e+01°)
5.78401745121063e+02	(-1.48351555916859e+01dB,3.03324631738157e+01°)
5.78802801639465e+02	(-1.48336208791410e+01dB,3.03151552083151e+01°)
5.79204136245428e+02	(-1.48320877512830e+01dB,3.02978531256402e+01°)
5.79605749131775e+02	(-1.48305562070343e+01dB,3.02805569301007e+01°)
5.80007640491463e+02	(-1.48290262453169e+01dB,3.02632666259959e+01°)
5.80409810517581e+02	(-1.48274978650523e+01dB,3.02459822176152e+01°)
5.80812259403353e+02	(-1.48259710651616e+01dB,3.02287037092381e+01°)
5.81214987342136e+02	(-1.48244458445654e+01dB,3.02114311051337e+01°)
5.81617994527423e+02	(-1.48229222021841e+01dB,3.01941644095614e+01°)
5.82021281152840e+02	(-1.48214001369375e+01dB,3.01769036267703e+01°)
5.82424847412146e+02	(-1.48198796477451e+01dB,3.01596487609997e+01°)
5.82828693499237e+02	(-1.48183607335260e+01dB,3.01423998164787e+01°)
5.83232819608142e+02	(-1.48168433931988e+01dB,3.01251567974263e+01°)
5.83637225933024e+02	(-1.48153276256819e+01dB,3.01079197080516e+01°)
5.84041912668182e+02	(-1.48138134298930e+01dB,3.00906885525537e+01°)
5.84446880008047e+02	(-1.48123008047496e+01dB,3.00734633351216e+01°)
5.84852128147189e+02	(-1.48107897491690e+01dB,3.00562440599340e+01°)
5.85257657280310e+02	(-1.48092802620677e+01dB,3.00390307311601e+01°)
5.85663467602248e+02	(-1.48077723423620e+01dB,3.00218233529587e+01°)
5.86069559307975e+02	(-1.48062659889680e+01dB,3.00046219294787e+01°)
5.86475932592599e+02	(-1.48047612008011e+01dB,2.99874264648589e+01°)
5.86882587651364e+02	(-1.48032579767766e+01dB,2.99702369632281e+01°)
5.87289524679648e+02	(-1.48017563158093e+01dB,2.99530534287051e+01°)
5.87696743872966e+02	(-1.48002562168136e+01dB,2.99358758653987e+01°)
5.88104245426967e+02	(-1.47987576787036e+01dB,2.99187042774077e+01°)
5.88512029537437e+02	(-1.47972607003929e+01dB,2.99015386688208e+01°)
5.88920096400296e+02	(-1.47957652807949e+01dB,2.98843790437168e+01°)
5.89328446211602e+02	(-1.47942714188227e+01dB,2.98672254061644e+01°)
5.89737079167547e+02	(-1.47927791133887e+01dB,2.98500777602223e+01°)
5.90145995464461e+02	(-1.47912883634053e+01dB,2.98329361099392e+01°)
5.90555195298808e+02	(-1.47897991677845e+01dB,2.98158004593538e+01°)
5.90964678867191e+02	(-1.47883115254376e+01dB,2.97986708124949e+01°)
5.91374446366345e+02	(-1.47868254352760e+01dB,2.97815471733810e+01°)
5.91784497993146e+02	(-1.47853408962105e+01dB,2.97644295460211e+01°)
5.92194833944604e+02	(-1.47838579071517e+01dB,2.97473179344137e+01°)
5.92605454417866e+02	(-1.47823764670097e+01dB,2.97302123425477e+01°)
5.93016359610217e+02	(-1.47808965746943e+01dB,2.97131127744016e+01°)
5.93427549719076e+02	(-1.47794182291151e+01dB,2.96960192339444e+01°)
5.93839024942001e+02	(-1.47779414291813e+01dB,2.96789317251346e+01°)
5.94250785476687e+02	(-1.47764661738017e+01dB,2.96618502519213e+01°)
5.94662831520965e+02	(-1.47749924618848e+01dB,2.96447748182430e+01°)
5.95075163272805e+02	(-1.47735202923388e+01dB,2.96277054280288e+01°)
5.95487780930311e+02	(-1.47720496640716e+01dB,2.96106420851973e+01°)
5.95900684691728e+02	(-1.47705805759908e+01dB,2.95935847936575e+01°)
5.96313874755437e+02	(-1.47691130270035e+01dB,2.95765335573084e+01°)
5.96727351319955e+02	(-1.47676470160167e+01dB,2.95594883800388e+01°)
5.97141114583939e+02	(-1.47661825419370e+01dB,2.95424492657277e+01°)
5.97555164746183e+02	(-1.47647196036707e+01dB,2.95254162182442e+01°)
5.97969502005619e+02	(-1.47632582001237e+01dB,2.95083892414473e+01°)
5.98384126561315e+02	(-1.47617983302019e+01dB,2.94913683391862e+01°)
5.98799038612480e+02	(-1.47603399928105e+01dB,2.94743535152999e+01°)
5.99214238358459e+02	(-1.47588831868546e+01dB,2.94573447736177e+01°)
5.99629725998737e+02	(-1.47574279112391e+01dB,2.94403421179589e+01°)
6.00045501732935e+02	(-1.47559741648683e+01dB,2.94233455521328e+01°)
6.00461565760815e+02	(-1.47545219466466e+01dB,2.94063550799387e+01°)
6.00877918282275e+02	(-1.47530712554778e+01dB,2.93893707051661e+01°)
6.01294559497354e+02	(-1.47516220902656e+01dB,2.93723924315945e+01°)
6.01711489606227e+02	(-1.47501744499133e+01dB,2.93554202629935e+01°)
6.02128708809211e+02	(-1.47487283333239e+01dB,2.93384542031227e+01°)
6.02546217306759e+02	(-1.47472837394002e+01dB,2.93214942557319e+01°)
6.02964015299465e+02	(-1.47458406670448e+01dB,2.93045404245608e+01°)
6.03382102988061e+02	(-1.47443991151599e+01dB,2.92875927133394e+01°)
6.03800480573419e+02	(-1.47429590826473e+01dB,2.92706511257875e+01°)
6.04219148256548e+02	(-1.47415205684089e+01dB,2.92537156656153e+01°)
6.04638106238601e+02	(-1.47400835713459e+01dB,2.92367863365229e+01°)
6.05057354720865e+02	(-1.47386480903597e+01dB,2.92198631422005e+01°)
6.05476893904771e+02	(-1.47372141243510e+01dB,2.92029460863285e+01°)
6.05896723991887e+02	(-1.47357816722205e+01dB,2.91860351725774e+01°)
6.06316845183921e+02	(-1.47343507328686e+01dB,2.91691304046076e+01°)
6.06737257682723e+02	(-1.47329213051954e+01dB,2.91522317860698e+01°)
6.07157961690281e+02	(-1.47314933881008e+01dB,2.91353393206048e+01°)
6.07578957408723e+02	(-1.47300669804843e+01dB,2.91184530118434e+01°)
6.08000245040318e+02	(-1.47286420812455e+01dB,2.91015728634068e+01°)
6.08421824787475e+02	(-1.47272186892833e+01dB,2.90846988789059e+01°)
6.08843696852744e+02	(-1.47257968034967e+01dB,2.90678310619420e+01°)
6.09265861438813e+02	(-1.47243764227843e+01dB,2.90509694161065e+01°)
6.09688318748513e+02	(-1.47229575460446e+01dB,2.90341139449810e+01°)
6.10111068984815e+02	(-1.47215401721757e+01dB,2.90172646521370e+01°)
6.10534112350831e+02	(-1.47201243000756e+01dB,2.90004215411364e+01°)
6.10957449049813e+02	(-1.47187099286419e+01dB,2.89835846155311e+01°)
6.11381079285154e+02	(-1.47172970567722e+01dB,2.89667538788631e+01°)
6.11805003260389e+02	(-1.47158856833637e+01dB,2.89499293346647e+01°)
6.12229221179194e+02	(-1.47144758073135e+01dB,2.89331109864582e+01°)
6.12653733245386e+02	(-1.47130674275184e+01dB,2.89162988377563e+01°)
6.13078539662921e+02	(-1.47116605428750e+01dB,2.88994928920617e+01°)
6.13503640635901e+02	(-1.47102551522797e+01dB,2.88826931528671e+01°)
6.13929036368565e+02	(-1.47088512546286e+01dB,2.88658996236557e+01°)
6.14354727065298e+02	(-1.47074488488177e+01dB,2.88491123079006e+01°)
6.14780712930622e+02	(-1.47060479337428e+01dB,2.88323312090653e+01°)
6.15206994169204e+02	(-1.47046485082994e+01dB,2.88155563306034e+01°)
6.15633570985853e+02	(-1.47032505713829e+01dB,2.87987876759587e+01°)
6.16060443585519e+02	(-1.47018541218884e+01dB,2.87820252485649e+01°)
6.16487612173293e+02	(-1.47004591587109e+01dB,2.87652690518465e+01°)
6.16915076954410e+02	(-1.46990656807452e+01dB,2.87485190892177e+01°)
6.17342838134247e+02	(-1.46976736868857e+01dB,2.87317753640830e+01°)
6.17770895918324e+02	(-1.46962831760269e+01dB,2.87150378798373e+01°)
6.18199250512301e+02	(-1.46948941470629e+01dB,2.86983066398654e+01°)
6.18627902121983e+02	(-1.46935065988877e+01dB,2.86815816475427e+01°)
6.19056850953317e+02	(-1.46921205303953e+01dB,2.86648629062345e+01°)
6.19486097212392e+02	(-1.46907359404791e+01dB,2.86481504192965e+01°)
6.19915641105443e+02	(-1.46893528280326e+01dB,2.86314441900745e+01°)
6.20345482838843e+02	(-1.46879711919492e+01dB,2.86147442219047e+01°)
6.20775622619112e+02	(-1.46865910311218e+01dB,2.85980505181133e+01°)
6.21206060652912e+02	(-1.46852123444436e+01dB,2.85813630820170e+01°)
6.21636797147048e+02	(-1.46838351308071e+01dB,2.85646819169226e+01°)
6.22067832308468e+02	(-1.46824593891050e+01dB,2.85480070261271e+01°)
6.22499166344266e+02	(-1.46810851182298e+01dB,2.85313384129180e+01°)
6.22930799461676e+02	(-1.46797123170737e+01dB,2.85146760805728e+01°)
6.23362731868078e+02	(-1.46783409845288e+01dB,2.84980200323593e+01°)
6.23794963770995e+02	(-1.46769711194870e+01dB,2.84813702715357e+01°)
6.24227495378095e+02	(-1.46756027208403e+01dB,2.84647268013504e+01°)
6.24660326897188e+02	(-1.46742357874801e+01dB,2.84480896250421e+01°)
6.25093458536231e+02	(-1.46728703182980e+01dB,2.84314587458398e+01°)
6.25526890503321e+02	(-1.46715063121854e+01dB,2.84148341669626e+01°)
6.25960623006703e+02	(-1.46701437680334e+01dB,2.83982158916202e+01°)
6.26394656254765e+02	(-1.46687826847331e+01dB,2.83816039230123e+01°)
6.26828990456040e+02	(-1.46674230611754e+01dB,2.83649982643291e+01°)
6.27263625819204e+02	(-1.46660648962511e+01dB,2.83483989187511e+01°)
6.27698562553080e+02	(-1.46647081888508e+01dB,2.83318058894490e+01°)
6.28133800866634e+02	(-1.46633529378651e+01dB,2.83152191795839e+01°)
6.28569340968978e+02	(-1.46619991421843e+01dB,2.82986387923072e+01°)
6.29005183069369e+02	(-1.46606468006986e+01dB,2.82820647307607e+01°)
6.29441327377208e+02	(-1.46592959122983e+01dB,2.82654969980762e+01°)
6.29877774102041e+02	(-1.46579464758732e+01dB,2.82489355973764e+01°)
6.30314523453562e+02	(-1.46565984903133e+01dB,2.82323805317738e+01°)
6.30751575641607e+02	(-1.46552519545082e+01dB,2.82158318043715e+01°)
6.31188930876160e+02	(-1.46539068673477e+01dB,2.81992894182630e+01°)
6.31626589367349e+02	(-1.46525632277213e+01dB,2.81827533765321e+01°)
6.32064551325449e+02	(-1.46512210345183e+01dB,2.81662236822529e+01°)
6.32502816960880e+02	(-1.46498802866281e+01dB,2.81497003384899e+01°)
6.32941386484208e+02	(-1.46485409829399e+01dB,2.81331833482979e+01°)
6.33380260106144e+02	(-1.46472031223426e+01dB,2.81166727147223e+01°)
6.33819438037548e+02	(-1.46458667037254e+01dB,2.81001684407986e+01°)
6.34258920489423e+02	(-1.46445317259771e+01dB,2.80836705295529e+01°)
6.34698707672920e+02	(-1.46431981879864e+01dB,2.80671789840015e+01°)
6.35138799799337e+02	(-1.46418660886421e+01dB,2.80506938071514e+01°)
6.35579197080117e+02	(-1.46405354268327e+01dB,2.80342150019997e+01°)
6.36019899726849e+02	(-1.46392062014468e+01dB,2.80177425715339e+01°)
6.36460907951272e+02	(-1.46378784113727e+01dB,2.80012765187322e+01°)
6.36902221965268e+02	(-1.46365520554987e+01dB,2.79848168465630e+01°)
6.37343841980868e+02	(-1.46352271327131e+01dB,2.79683635579851e+01°)
6.37785768210251e+02	(-1.46339036419040e+01dB,2.79519166559479e+01°)
6.38228000865740e+02	(-1.46325815819595e+01dB,2.79354761433910e+01°)
6.38670540159808e+02	(-1.46312609517676e+01dB,2.79190420232446e+01°)
6.39113386305075e+02	(-1.46299417502162e+01dB,2.79026142984294e+01°)
6.39556539514306e+02	(-1.46286239761931e+01dB,2.78861929718565e+01°)
6.40000000000417e+02	(-1.46273076285862e+01dB,2.78697780464272e+01°)
6.40443767976469e+02	(-1.46259927062830e+01dB,2.78533695250336e+01°)
6.40887843655672e+02	(-1.46246792081712e+01dB,2.78369674105582e+01°)
6.41332227251383e+02	(-1.46233671331384e+01dB,2.78205717058739e+01°)
6.41776918977108e+02	(-1.46220564800721e+01dB,2.78041824138440e+01°)
6.42221919046501e+02	(-1.46207472478597e+01dB,2.77877995373225e+01°)
6.42667227673362e+02	(-1.46194394353886e+01dB,2.77714230791537e+01°)
6.43112845071642e+02	(-1.46181330415461e+01dB,2.77550530421724e+01°)
6.43558771455440e+02	(-1.46168280652195e+01dB,2.77386894292041e+01°)
6.44005007039001e+02	(-1.46155245052961e+01dB,2.77223322430646e+01°)
6.44451552036721e+02	(-1.46142223606629e+01dB,2.77059814865602e+01°)
6.44898406663144e+02	(-1.46129216302071e+01dB,2.76896371624879e+01°)
6.45345571132962e+02	(-1.46116223128158e+01dB,2.76732992736351e+01°)
6.45793045661018e+02	(-1.46103244073761e+01dB,2.76569678227797e+01°)
6.46240830462301e+02	(-1.46090279127748e+01dB,2.76406428126903e+01°)
6.46688925751952e+02	(-1.46077328278990e+01dB,2.76243242461257e+01°)
6.47137331745258e+02	(-1.46064391516356e+01dB,2.76080121258357e+01°)
6.47586048657658e+02	(-1.46051468828714e+01dB,2.75917064545604e+01°)
6.48035076704739e+02	(-1.46038560204934e+01dB,2.75754072350303e+01°)
6.48484416102239e+02	(-1.46025665633883e+01dB,2.75591144699668e+01°)
6.48934067066043e+02	(-1.46012785104429e+01dB,2.75428281620817e+01°)
6.49384029812188e+02	(-1.45999918605440e+01dB,2.75265483140773e+01°)
6.49834304556860e+02	(-1.45987066125784e+01dB,2.75102749286467e+01°)
6.50284891516395e+02	(-1.45974227654327e+01dB,2.74940080084733e+01°)
6.50735790907278e+02	(-1.45961403179937e+01dB,2.74777475562314e+01°)
6.51187002946146e+02	(-1.45948592691481e+01dB,2.74614935745856e+01°)
6.51638527849784e+02	(-1.45935796177825e+01dB,2.74452460661915e+01°)
6.52090365835129e+02	(-1.45923013627836e+01dB,2.74290050336948e+01°)
6.52542517119269e+02	(-1.45910245030381e+01dB,2.74127704797323e+01°)
6.52994981919441e+02	(-1.45897490374326e+01dB,2.73965424069311e+01°)
6.53447760453032e+02	(-1.45884749648537e+01dB,2.73803208179091e+01°)
6.53900852937581e+02	(-1.45872022841880e+01dB,2.73641057152748e+01°)
6.54354259590779e+02	(-1.45859309943223e+01dB,2.73478971016272e+01°)
6.54807980630466e+02	(-1.45846610941431e+01dB,2.73316949795562e+01°)
6.55262016274633e+02	(-1.45833925825371e+01dB,2.73154993516422e+01°)
6.55716366741423e+02	(-1.45821254583909e+01dB,2.72993102204563e+01°)
6.56171032249130e+02	(-1.45808597205911e+01dB,2.72831275885603e+01°)
6.56626013016201e+02	(-1.45795953680244e+01dB,2.72669514585065e+01°)
6.57081309261230e+02	(-1.45783323995776e+01dB,2.72507818328381e+01°)
6.57536921202968e+02	(-1.45770708141371e+01dB,2.72346187140889e+01°)
6.57992849060314e+02	(-1.45758106105899e+01dB,2.72184621047834e+01°)
6.58449093052320e+02	(-1.45745517878225e+01dB,2.72023120074368e+01°)
6.58905653398191e+02	(-1.45732943447217e+01dB,2.71861684245550e+01°)
6.59362530317280e+02	(-1.45720382801742e+01dB,2.71700313586346e+01°)
6.59819724029098e+02	(-1.45707835930669e+01dB,2.71539008121629e+01°)
6.60277234753303e+02	(-1.45695302822865e+01dB,2.71377767876181e+01°)
6.60735062709709e+02	(-1.45682783467199e+01dB,2.71216592874688e+01°)
6.61193208118279e+02	(-1.45670277852539e+01dB,2.71055483141747e+01°)
6.61651671199132e+02	(-1.45657785967755e+01dB,2.70894438701860e+01°)
6.62110452172537e+02	(-1.45645307801715e+01dB,2.70733459579438e+01°)
6.62569551258917e+02	(-1.45632843343289e+01dB,2.70572545798797e+01°)
6.63028968678848e+02	(-1.45620392581348e+01dB,2.70411697384164e+01°)
6.63488704653058e+02	(-1.45607955504761e+01dB,2.70250914359673e+01°)
6.63948759402428e+02	(-1.45595532102399e+01dB,2.70090196749363e+01°)
6.64409133147993e+02	(-1.45583122363135e+01dB,2.69929544577184e+01°)
6.64869826110943e+02	(-1.45570726275839e+01dB,2.69768957866993e+01°)
6.65330838512616e+02	(-1.45558343829384e+01dB,2.69608436642555e+01°)
6.65792170574509e+02	(-1.45545975012643e+01dB,2.69447980927542e+01°)
6.66253822518270e+02	(-1.45533619814489e+01dB,2.69287590745535e+01°)
6.66715794565700e+02	(-1.45521278223795e+01dB,2.69127266120023e+01°)
6.67178086938757e+02	(-1.45508950229437e+01dB,2.68967007074404e+01°)
6.67640699859549e+02	(-1.45496635820289e+01dB,2.68806813631984e+01°)
6.68103633550340e+02	(-1.45484334985227e+01dB,2.68646685815976e+01°)
6.68566888233548e+02	(-1.45472047713127e+01dB,2.68486623649504e+01°)
6.69030464131746e+02	(-1.45459773992867e+01dB,2.68326627155597e+01°)
6.69494361467660e+02	(-1.45447513813322e+01dB,2.68166696357197e+01°)
6.69958580464170e+02	(-1.45435267163373e+01dB,2.68006831277151e+01°)
6.70423121344312e+02	(-1.45423034031898e+01dB,2.67847031938216e+01°)
6.70887984331277e+02	(-1.45410814407776e+01dB,2.67687298363058e+01°)
6.71353169648408e+02	(-1.45398608279888e+01dB,2.67527630574253e+01°)
6.71818677519206e+02	(-1.45386415637116e+01dB,2.67368028594283e+01°)
6.72284508167325e+02	(-1.45374236468341e+01dB,2.67208492445542e+01°)
6.72750661816576e+02	(-1.45362070762446e+01dB,2.67049022150331e+01°)
6.73217138690923e+02	(-1.45349918508315e+01dB,2.66889617730861e+01°)
6.73683939014485e+02	(-1.45337779694833e+01dB,2.66730279209253e+01°)
6.74151063011540e+02	(-1.45325654310884e+01dB,2.66571006607536e+01°)
6.74618510906518e+02	(-1.45313542345355e+01dB,2.66411799947648e+01°)
6.75086282924005e+02	(-1.45301443787134e+01dB,2.66252659251438e+01°)
6.75554379288745e+02	(-1.45289358625108e+01dB,2.66093584540665e+01°)
6.76022800225635e+02	(-1.45277286848166e+01dB,2.65934575836994e+01°)
6.76491545959730e+02	(-1.45265228445199e+01dB,2.65775633162004e+01°)
6.76960616716241e+02	(-1.45253183405098e+01dB,2.65616756537180e+01°)
6.77430012720533e+02	(-1.45241151716755e+01dB,2.65457945983920e+01°)
6.77899734198129e+02	(-1.45229133369062e+01dB,2.65299201523530e+01°)
6.78369781374709e+02	(-1.45217128350914e+01dB,2.65140523177227e+01°)
6.78840154476108e+02	(-1.45205136651207e+01dB,2.64981910966136e+01°)
6.79310853728318e+02	(-1.45193158258836e+01dB,2.64823364911294e+01°)
6.79781879357488e+02	(-1.45181193162698e+01dB,2.64664885033647e+01°)
6.80253231589924e+02	(-1.45169241351693e+01dB,2.64506471354054e+01°)
6.80724910652088e+02	(-1.45157302814721e+01dB,2.64348123893280e+01°)
6.81196916770601e+02	(-1.45145377540681e+01dB,2.64189842672003e+01°)
6.81669250172238e+02	(-1.45133465518476e+01dB,2.64031627710812e+01°)
6.82141911083935e+02	(-1.45121566737010e+01dB,2.63873479030204e+01°)
6.82614899732781e+02	(-1.45109681185186e+01dB,2.63715396650589e+01°)
6.83088216346027e+02	(-1.45097808851911e+01dB,2.63557380592287e+01°)
6.83561861151078e+02	(-1.45085949726091e+01dB,2.63399430875527e+01°)
6.84035834375498e+02	(-1.45074103796635e+01dB,2.63241547520453e+01°)
6.84510136247010e+02	(-1.45062271052453e+01dB,2.63083730547114e+01°)
6.84984766993493e+02	(-1.45050451482454e+01dB,2.62925979975476e+01°)
6.85459726842985e+02	(-1.45038645075552e+01dB,2.62768295825412e+01°)
6.85935016023682e+02	(-1.45026851820660e+01dB,2.62610678116708e+01°)
6.86410634763938e+02	(-1.45015071706693e+01dB,2.62453126869059e+01°)
6.86886583292266e+02	(-1.45003304722567e+01dB,2.62295642102075e+01°)
6.87362861837335e+02	(-1.44991550857200e+01dB,2.62138223835273e+01°)
6.87839470627977e+02	(-1.44979810099512e+01dB,2.61980872088086e+01°)
6.88316409893179e+02	(-1.44968082438422e+01dB,2.61823586879854e+01°)
6.88793679862087e+02	(-1.44956367862854e+01dB,2.61666368229832e+01°)
6.89271280764008e+02	(-1.44944666361731e+01dB,2.61509216157185e+01°)
6.89749212828407e+02	(-1.44932977923977e+01dB,2.61352130680990e+01°)
6.90227476284907e+02	(-1.44921302538520e+01dB,2.61195111820235e+01°)
6.90706071363292e+02	(-1.44909640194288e+01dB,2.61038159593823e+01°)
6.91184998293504e+02	(-1.44897990880211e+01dB,2.60881274020565e+01°)
6.91664257305644e+02	(-1.44886354585219e+01dB,2.60724455119186e+01°)
6.92143848629975e+02	(-1.44874731298247e+01dB,2.60567702908323e+01°)
6.92623772496918e+02	(-1.44863121008227e+01dB,2.60411017406524e+01°)
6.93104029137052e+02	(-1.44851523704098e+01dB,2.60254398632253e+01°)
6.93584618781120e+02	(-1.44839939374797e+01dB,2.60097846603881e+01°)
6.94065541660022e+02	(-1.44828368009262e+01dB,2.59941361339696e+01°)
6.94546798004818e+02	(-1.44816809596437e+01dB,2.59784942857896e+01°)
6.95028388046730e+02	(-1.44805264125262e+01dB,2.59628591176591e+01°)
6.95510312017140e+02	(-1.44793731584684e+01dB,2.59472306313806e+01°)
6.95992570147588e+02	(-1.44782211963649e+01dB,2.59316088287478e+01°)
6.96475162669778e+02	(-1.44770705251105e+01dB,2.59159937115455e+01°)
6.96958089815572e+02	(-1.44759211436001e+01dB,2.59003852815501e+01°)
6.97441351816994e+02	(-1.44747730507291e+01dB,2.58847835405289e+01°)
6.97924948906229e+02	(-1.44736262453926e+01dB,2.58691884902409e+01°)
6.98408881315623e+02	(-1.44724807264864e+01dB,2.58536001324363e+01°)
6.98893149277682e+02	(-1.44713364929061e+01dB,2.58380184688564e+01°)
6.99377753025075e+02	(-1.44701935435477e+01dB,2.58224435012341e+01°)
6.99862692790631e+02	(-1.44690518773072e+01dB,2.58068752312934e+01°)
7.00347968807340e+02	(-1.44679114930810e+01dB,2.57913136607500e+01°)
