time	V(vb)	V(vc)	V(ve)	V(vin)	V(vout)
3.839413794020113e-03	5.267630e-01	1.107037e+01	1.730203e-04	-8.462958e-01	2.046284e+00
3.844296606520113e-03	5.435021e-01	1.107131e+01	3.263531e-04	-8.295566e-01	2.042693e+00
3.849179419020113e-03	5.610219e-01	1.107178e+01	6.322209e-04	-8.120368e-01	2.038635e+00
3.854062231520113e-03	5.793061e-01	1.107128e+01	1.248636e-03	-7.937526e-01	2.033622e+00
3.858945044020113e-03	5.983373e-01	1.106887e+01	2.480027e-03	-7.747214e-01	2.026712e+00
3.863827856520113e-03	6.180976e-01	1.106293e+01	4.847357e-03	-7.549611e-01	2.016297e+00
3.868710669020113e-03	6.385685e-01	1.105128e+01	9.055148e-03	-7.344902e-01	2.000199e+00
3.873593481520113e-03	6.597306e-01	1.103184e+01	1.577489e-02	-7.133281e-01	1.976350e+00
3.878476294020113e-03	6.815642e-01	1.100378e+01	2.526927e-02	-6.914946e-01	1.943948e+00
3.883359106520112e-03	7.040485e-01	1.096750e+01	3.741198e-02	-6.690103e-01	1.903397e+00
3.888241919020112e-03	7.271624e-01	1.092417e+01	5.181865e-02	-6.458963e-01	1.855901e+00
3.893124731520112e-03	7.508843e-01	1.087470e+01	6.819684e-02	-6.221744e-01	1.802375e+00
3.898007544020112e-03	7.751917e-01	1.082020e+01	8.618439e-02	-5.978670e-01	1.743951e+00
3.902890356520112e-03	8.000618e-01	1.076148e+01	1.055239e-01	-5.729969e-01	1.681432e+00
3.907773169020112e-03	8.254713e-01	1.069912e+01	1.260249e-01	-5.475875e-01	1.615416e+00
3.912655981520112e-03	8.513960e-01	1.063357e+01	1.475388e-01	-5.216627e-01	1.546367e+00
3.917538794020112e-03	8.778118e-01	1.056521e+01	1.699478e-01	-4.952469e-01	1.474656e+00
3.927304419020112e-03	9.320163e-01	1.042116e+01	2.170833e-01	-4.410424e-01	1.324400e+00
3.937070044020111e-03	9.878808e-01	1.026882e+01	2.668304e-01	-3.851779e-01	1.166537e+00
3.951718481520111e-03	1.074329e+00	1.002778e+01	3.453694e-01	-2.987301e-01	9.185605e-01
3.966366919020111e-03	1.163305e+00	9.775037e+00	4.275297e-01	-2.097535e-01	6.605625e-01
3.976132544020110e-03	1.223657e+00	9.601647e+00	4.837931e-01	-1.494022e-01	4.846342e-01
3.985898169020110e-03	1.284570e+00	9.425374e+00	5.409144e-01	-8.848853e-02	3.066069e-01
3.990780981520110e-03	1.315166e+00	9.336419e+00	5.697114e-01	-5.789242e-02	2.170720e-01
3.995663794020110e-03	1.345817e+00	9.247056e+00	5.986220e-01	-2.724181e-02	1.273272e-01
4.000546606520110e-03	1.376493e+00	9.157385e+00	6.276135e-01	3.434423e-03	3.747347e-02
4.005429419020110e-03	1.407166e+00	9.067506e+00	6.566537e-01	3.410743e-02	-5.238955e-02
4.015195044020110e-03	1.468387e+00	8.887512e+00	7.147540e-01	9.532830e-02	-2.317526e-01
4.022868035091538e-03	1.516520e+00	8.745404e+00	7.605726e-01	1.434616e-01	-3.727943e-01
4.030541026162966e-03	1.564048e+00	8.604752e+00	8.058762e-01	1.909896e-01	-5.119072e-01
4.038214017234395e-03	1.610971e+00	8.465557e+00	8.506650e-01	2.379123e-01	-6.490912e-01
4.045887008305824e-03	1.657288e+00	8.327818e+00	8.949389e-01	2.842296e-01	-7.843463e-01
4.053559999377252e-03	1.703000e+00	8.191537e+00	9.386979e-01	3.299416e-01	-9.176726e-01
4.061232990448680e-03	1.748107e+00	8.056712e+00	9.819420e-01	3.750483e-01	-1.049070e+00
4.068905981520109e-03	1.792608e+00	7.923344e+00	1.024671e+00	4.195496e-01	-1.178539e+00
4.080066695805823e-03	1.855865e+00	7.733249e+00	1.085483e+00	4.828061e-01	-1.362084e+00
4.091227410091536e-03	1.916053e+00	7.551927e+00	1.143382e+00	5.429943e-01	-1.536069e+00
4.102388124377251e-03	1.973173e+00	7.379377e+00	1.198370e+00	6.001143e-01	-1.700493e+00
4.113548838662964e-03	2.027225e+00	7.215601e+00	1.250446e+00	6.541660e-01	-1.855356e+00
4.124709552948679e-03	2.078208e+00	7.060597e+00	1.299610e+00	7.051495e-01	-2.000658e+00
4.135870267234392e-03	2.126123e+00	6.914367e+00	1.345862e+00	7.530648e-01	-2.136399e+00
4.147030981520107e-03	2.170970e+00	6.776909e+00	1.389201e+00	7.979118e-01	-2.262579e+00
4.164469597591535e-03	2.233102e+00	6.585270e+00	1.449275e+00	8.600432e-01	-2.434940e+00
4.181908213662963e-03	2.283804e+00	6.427602e+00	1.498299e+00	9.107448e-01	-2.572779e+00
4.199346829734391e-03	2.323075e+00	6.303906e+00	1.536273e+00	9.500167e-01	-2.676096e+00
4.216785445805820e-03	2.350917e+00	6.214182e+00	1.563197e+00	9.778588e-01	-2.744890e+00
4.234224061877248e-03	2.367330e+00	6.158430e+00	1.579072e+00	9.942712e-01	-2.779163e+00
4.251662677948676e-03	2.372312e+00	6.136649e+00	1.583897e+00	9.992538e-01	-2.778913e+00
4.269101294020104e-03	2.365865e+00	6.148840e+00	1.577672e+00	9.928066e-01	-2.744141e+00
4.283749731520104e-03	2.349904e+00	6.190871e+00	1.562199e+00	9.768453e-01	-2.683669e+00
4.298398169020104e-03	2.326362e+00	6.255775e+00	1.539411e+00	9.533030e-01	-2.601171e+00
4.313046606520103e-03	2.295238e+00	6.343555e+00	1.509309e+00	9.221795e-01	-2.496645e+00
4.327695044020103e-03	2.256534e+00	6.454210e+00	1.471892e+00	8.834749e-01	-2.370093e+00
4.342343481520103e-03	2.210248e+00	6.587740e+00	1.427161e+00	8.371893e-01	-2.221513e+00
4.356991919020102e-03	2.156381e+00	6.744144e+00	1.375115e+00	7.833225e-01	-2.050907e+00
4.371640356520102e-03	2.094933e+00	6.923423e+00	1.315754e+00	7.218747e-01	-1.858273e+00
4.382103526162959e-03	2.047330e+00	7.062801e+00	1.269796e+00	6.742712e-01	-1.710335e+00
4.392566695805816e-03	1.997383e+00	7.209255e+00	1.221635e+00	6.243240e-01	-1.556115e+00
4.403029865448673e-03	1.945092e+00	7.362786e+00	1.171271e+00	5.720331e-01	-1.395614e+00
4.413493035091530e-03	1.890457e+00	7.523394e+00	1.118704e+00	5.173984e-01	-1.228832e+00
4.423956204734386e-03	1.833479e+00	7.691078e+00	1.063934e+00	4.604201e-01	-1.055769e+00
4.434419374377244e-03	1.774157e+00	7.865839e+00	1.006961e+00	4.010980e-01	-8.764241e-01
4.444882544020100e-03	1.712491e+00	8.047676e+00	9.477849e-01	3.394322e-01	-6.907980e-01
4.449765356520100e-03	1.683408e+00	8.133426e+00	9.199173e-01	3.103490e-01	-6.036109e-01
4.454648169020100e-03	1.654102e+00	8.219814e+00	8.918645e-01	2.810432e-01	-5.159814e-01
4.459530981520100e-03	1.624574e+00	8.306841e+00	8.636265e-01	2.515150e-01	-4.279095e-01
4.464413794020100e-03	1.594823e+00	8.394507e+00	8.352034e-01	2.217642e-01	-3.393951e-01
4.469296606520100e-03	1.564850e+00	8.482812e+00	8.065952e-01	1.917909e-01	-2.504383e-01
4.474179419020100e-03	1.534654e+00	8.571756e+00	7.778017e-01	1.615951e-01	-1.610391e-01
4.479062231520100e-03	1.504235e+00	8.661338e+00	7.488231e-01	1.311767e-01	-7.119738e-02
4.488827856520100e-03	1.443198e+00	8.840910e+00	6.907997e-01	7.013901e-02	1.082923e-01
4.493710669020099e-03	1.412565e+00	8.930935e+00	6.617429e-01	3.950675e-02	1.979783e-01
4.498593481520099e-03	1.381896e+00	9.020991e+00	6.326977e-01	8.837301e-03	2.874967e-01
4.503476294020099e-03	1.351218e+00	9.110981e+00	6.036956e-01	-2.184046e-02	3.767498e-01
4.508359106520099e-03	1.320561e+00	9.200803e+00	5.747688e-01	-5.249767e-02	4.656389e-01
4.518124731520099e-03	1.259424e+00	9.379544e+00	5.172713e-01	-1.136351e-01	6.419240e-01
4.527890356520099e-03	1.198714e+00	9.556387e+00	4.604708e-01	-1.743447e-01	8.155354e-01
4.537655981520099e-03	1.138660e+00	9.730471e+00	4.046436e-01	-2.343982e-01	9.856266e-01
4.552304419020098e-03	1.050304e+00	9.984424e+00	3.233694e-01	-3.227546e-01	1.232201e+00
4.562070044020098e-03	9.928725e-01	1.014748e+01	2.712991e-01	-3.801862e-01	1.389446e+00
4.571835669020098e-03	9.368718e-01	1.030421e+01	2.213470e-01	-4.361869e-01	1.539677e+00
4.581601294020098e-03	8.825129e-01	1.045319e+01	1.739624e-01	-4.905459e-01	1.681522e+00
4.586484106520097e-03	8.560132e-01	1.052424e+01	1.514077e-01	-5.170455e-01	1.748767e+00
4.591366919020097e-03	8.300002e-01	1.059262e+01	1.297304e-01	-5.430585e-01	1.813196e+00
4.596249731520097e-03	8.044983e-01	1.065797e+01	1.090442e-01	-5.685605e-01	1.874462e+00
4.601132544020097e-03	7.795314e-01	1.071985e+01	8.949238e-02	-5.935273e-01	1.932126e+00
4.606015356520097e-03	7.551233e-01	1.077769e+01	7.125869e-02	-6.179355e-01	1.985623e+00
4.610898169020097e-03	7.312966e-01	1.083074e+01	5.458198e-02	-6.417621e-01	2.034221e+00
4.615780981520097e-03	7.080740e-01	1.087806e+01	3.976841e-02	-6.649847e-01	2.076978e+00
4.620663794020097e-03	6.854772e-01	1.091849e+01	2.718636e-02	-6.875815e-01	2.112764e+00
4.625546606520097e-03	6.635276e-01	1.095079e+01	1.723496e-02	-7.095311e-01	2.140352e+00
4.630429419020097e-03	6.422458e-01	1.097456e+01	1.004047e-02	-7.308130e-01	2.159364e+00
4.635312231520096e-03	6.216517e-01	1.099035e+01	5.427194e-03	-7.514070e-01	2.170356e+00
4.640195044020096e-03	6.017649e-01	1.100004e+01	2.785981e-03	-7.712938e-01	2.175227e+00
4.645077856520096e-03	5.826040e-01	1.100583e+01	1.402510e-03	-7.904547e-01	2.176196e+00
4.649960669020096e-03	5.641870e-01	1.100950e+01	7.061131e-04	-8.088717e-01	2.175038e+00
4.654843481520096e-03	5.465313e-01	1.101207e+01	3.603641e-04	-8.265274e-01	2.172796e+00
4.659726294020096e-03	5.296535e-01	1.101411e+01	1.877780e-04	-8.434052e-01	2.170021e+00
4.664609106520096e-03	5.135695e-01	1.101588e+01	1.000824e-04	-8.594892e-01	2.166987e+00
4.669491919020096e-03	4.982944e-01	1.101752e+01	5.462702e-05	-8.747643e-01	2.163827e+00
4.674374731520096e-03	4.838426e-01	1.101910e+01	3.039815e-05	-8.892161e-01	2.160607e+00
4.679257544020095e-03	4.702277e-01	1.102063e+01	1.726005e-05	-9.028310e-01	2.157357e+00
4.684140356520095e-03	4.574626e-01	1.102215e+01	9.868270e-06	-9.155961e-01	2.154094e+00
4.689023169020095e-03	4.455591e-01	1.102365e+01	5.718452e-06	-9.274996e-01	2.150826e+00
4.693905981520095e-03	4.345286e-01	1.102514e+01	3.246456e-06	-9.385301e-01	2.147557e+00
4.698788794020095e-03	4.243814e-01	1.102663e+01	1.858020e-06	-9.486773e-01	2.144291e+00
4.703671606520095e-03	4.151271e-01	1.102812e+01	9.754758e-07	-9.579316e-01	2.141028e+00
4.708554419020095e-03	4.067743e-01	1.102960e+01	5.248654e-07	-9.662845e-01	2.137769e+00
4.713437231520095e-03	3.993309e-01	1.103108e+01	2.097169e-07	-9.737278e-01	2.134513e+00
4.718320044020095e-03	3.928040e-01	1.103256e+01	1.108733e-07	-9.802547e-01	2.131263e+00
4.723202856520095e-03	3.871997e-01	1.103403e+01	1.963553e-08	-9.858590e-01	2.128017e+00
4.728085669020094e-03	3.825233e-01	1.103550e+01	6.711453e-08	-9.905354e-01	2.124776e+00
4.732968481520094e-03	3.787791e-01	1.103697e+01	7.473319e-08	-9.942797e-01	2.121539e+00
4.737851294020094e-03	3.759706e-01	1.103844e+01	1.914615e-07	-9.970881e-01	2.118308e+00
4.742734106520094e-03	3.741006e-01	1.103991e+01	2.503235e-07	-9.989581e-01	2.115081e+00
4.747616919020094e-03	3.731708e-01	1.104137e+01	4.074587e-07	-9.998879e-01	2.111860e+00
4.752499731520094e-03	3.731821e-01	1.104283e+01	5.013609e-07	-9.998767e-01	2.108643e+00
4.757382544020094e-03	3.741343e-01	1.104429e+01	6.919949e-07	-9.989244e-01	2.105430e+00
4.762265356520094e-03	3.760268e-01	1.104574e+01	8.218513e-07	-9.970319e-01	2.102223e+00
4.767148169020094e-03	3.788576e-01	1.104720e+01	1.054738e-06	-9.942011e-01	2.099021e+00
4.772030981520094e-03	3.826241e-01	1.104865e+01	1.238639e-06	-9.904346e-01	2.095823e+00
4.776913794020093e-03	3.873228e-01	1.105010e+01	1.544583e-06	-9.857359e-01	2.092630e+00
4.781796606520093e-03	3.929492e-01	1.105154e+01	1.832258e-06	-9.801095e-01	2.089442e+00
4.786679419020093e-03	3.994981e-01	1.105299e+01	2.290734e-06	-9.735606e-01	2.086258e+00
4.791562231520093e-03	4.069633e-01	1.105443e+01	2.810158e-06	-9.660954e-01	2.083079e+00
4.796445044020093e-03	4.153377e-01	1.105587e+01	3.630480e-06	-9.577211e-01	2.079904e+00
4.801327856520093e-03	4.246134e-01	1.105730e+01	4.730769e-06	-9.484453e-01	2.076733e+00
4.806210669020093e-03	4.347819e-01	1.105873e+01	6.507892e-06	-9.382768e-01	2.073564e+00
4.811093481520093e-03	4.458334e-01	1.106016e+01	9.226189e-06	-9.272254e-01	2.070398e+00
4.815976294020093e-03	4.577575e-01	1.106158e+01	1.381060e-05	-9.153012e-01	2.067230e+00
4.820859106520092e-03	4.705431e-01	1.106298e+01	2.152739e-05	-9.025155e-01	2.064058e+00
4.825741919020092e-03	4.841782e-01	1.106437e+01	3.524217e-05	-8.888806e-01	2.060872e+00
4.830624731520092e-03	4.986498e-01	1.106572e+01	6.006431e-05	-8.744089e-01	2.057656e+00
4.835507544020092e-03	5.139444e-01	1.106700e+01	1.066190e-04	-8.591143e-01	2.054378e+00
4.840390356520092e-03	5.300475e-01	1.106814e+01	1.959525e-04	-8.430112e-01	2.050973e+00
4.845273169020092e-03	5.469441e-01	1.106901e+01	3.717580e-04	-8.261146e-01	2.047305e+00
4.850155981520092e-03	5.646182e-01	1.106934e+01	7.235225e-04	-8.084406e-01	2.043097e+00
4.855038794020092e-03	5.830531e-01	1.106856e+01	1.432436e-03	-7.900056e-01	2.037791e+00
4.859921606520092e-03	6.022316e-01	1.106560e+01	2.841790e-03	-7.708271e-01	2.030324e+00
4.864804419020092e-03	6.221355e-01	1.105871e+01	5.517860e-03	-7.509232e-01	2.018948e+00
4.869687231520091e-03	6.427462e-01	1.104566e+01	1.017920e-02	-7.303125e-01	2.001442e+00
4.874570044020091e-03	6.640443e-01	1.102451e+01	1.745021e-02	-7.090144e-01	1.975884e+00
4.879452856520091e-03	6.860096e-01	1.099474e+01	2.749521e-02	-6.870491e-01	1.941778e+00
4.884335669020091e-03	7.086216e-01	1.095693e+01	4.012861e-02	-6.644371e-01	1.899712e+00
4.889218481520091e-03	7.318588e-01	1.091231e+01	5.495167e-02	-6.411998e-01	1.850932e+00
4.894101294020091e-03	7.556996e-01	1.086177e+01	7.167443e-02	-6.173590e-01	1.796348e+00
4.898984106520091e-03	7.801214e-01	1.080638e+01	8.995043e-02	-5.929372e-01	1.737040e+00
4.903866919020091e-03	8.051013e-01	1.074689e+01	1.095360e-01	-5.679573e-01	1.673771e+00
4.908749731520091e-03	8.306158e-01	1.068386e+01	1.302503e-01	-5.424430e-01	1.607107e+00
4.913632544020091e-03	8.566407e-01	1.061773e+01	1.519519e-01	-5.164180e-01	1.537490e+00
4.918515356520090e-03	8.831517e-01	1.054884e+01	1.745277e-01	-4.899070e-01	1.465277e+00
4.928280981520090e-03	9.375315e-01	1.040390e+01	2.219484e-01	-4.355272e-01	1.314169e+00
4.938046606520090e-03	9.935505e-01	1.025082e+01	2.719298e-01	-3.795082e-01	1.155614e+00
4.952695044020090e-03	1.080190e+00	1.000890e+01	3.507459e-01	-2.928688e-01	9.068331e-01
4.967343481520089e-03	1.169309e+00	9.755506e+00	4.331088e-01	-2.037502e-01	6.482649e-01
4.977109106520089e-03	1.229726e+00	9.581796e+00	4.894705e-01	-1.433324e-01	4.720718e-01
4.986874731520089e-03	1.290684e+00	9.405289e+00	5.466625e-01	-8.237505e-02	2.938661e-01
4.991757544020089e-03	1.321293e+00	9.316248e+00	5.754850e-01	-5.176573e-02	2.042732e-01
4.996640356520089e-03	1.351951e+00	9.226818e+00	6.044143e-01	-2.110769e-02	1.144908e-01
5.000000000000000e-03	1.373059e+00	9.165112e+00	6.243644e-01	-1.224647e-15	5.265776e-02
