time	V(vb)	V(vc)	V(ve)	V(vin)	V(vout)
1.832577856520156e-03	5.046697e-01	1.107661e+01	7.526362e-05	-8.683890e-01	2.033506e+00
1.837460669020156e-03	5.202895e-01	1.107783e+01	1.354349e-04	-8.527693e-01	2.030223e+00
1.842343481520156e-03	5.367118e-01	1.107887e+01	2.523358e-04	-8.363469e-01	2.026769e+00
1.847226294020156e-03	5.539213e-01	1.107956e+01	4.839198e-04	-8.191374e-01	2.022965e+00
1.852109106520156e-03	5.719018e-01	1.107951e+01	9.496349e-04	-8.011569e-01	2.018443e+00
1.856991919020155e-03	5.906363e-01	1.107801e+01	1.885759e-03	-7.824224e-01	2.012470e+00
1.861874731520155e-03	6.101072e-01	1.107371e+01	3.721567e-03	-7.629516e-01	2.003722e+00
1.866757544020155e-03	6.302961e-01	1.106461e+01	7.104818e-03	-7.427626e-01	1.990196e+00
1.871640356520155e-03	6.511841e-01	1.104845e+01	1.276184e-02	-7.218747e-01	1.969652e+00
1.876523169020155e-03	6.727515e-01	1.102385e+01	2.113963e-02	-7.003073e-01	1.940716e+00
1.881405981520155e-03	6.949780e-01	1.099074e+01	3.225830e-02	-6.780807e-01	1.903340e+00
1.886288794020155e-03	7.178427e-01	1.095013e+01	4.578661e-02	-6.552160e-01	1.858563e+00
1.891171606520155e-03	7.413240e-01	1.090292e+01	6.143624e-02	-6.317347e-01	1.807288e+00
1.896054419020155e-03	7.653999e-01	1.085031e+01	7.881641e-02	-6.076588e-01	1.750735e+00
1.900937231520155e-03	7.900478e-01	1.079318e+01	9.764063e-02	-5.830110e-01	1.689801e+00
1.905820044020154e-03	8.152443e-01	1.073220e+01	1.176969e-01	-5.578144e-01	1.625147e+00
1.910702856520154e-03	8.409659e-01	1.066787e+01	1.388214e-01	-5.320929e-01	1.557288e+00
1.915585669020154e-03	8.671882e-01	1.060059e+01	1.608850e-01	-5.058706e-01	1.486628e+00
1.920468481520154e-03	8.938866e-01	1.053067e+01	1.837838e-01	-4.791721e-01	1.413493e+00
1.930234106520154e-03	9.486108e-01	1.038393e+01	2.317578e-01	-4.244479e-01	1.260834e+00
1.939999731520154e-03	1.004933e+00	1.022937e+01	2.821947e-01	-3.681261e-01	1.101036e+00
1.954648169020154e-03	1.091945e+00	9.985679e+00	3.615490e-01	-2.811133e-01	8.508456e-01
1.969296606520153e-03	1.181338e+00	9.730958e+00	4.443038e-01	-1.917207e-01	5.913271e-01
1.979062231520153e-03	1.241882e+00	9.556591e+00	5.008538e-01	-1.311767e-01	4.147288e-01
1.988827856520153e-03	1.302920e+00	9.379594e+00	5.581791e-01	-7.013901e-02	2.362891e-01
1.993710669020153e-03	1.333552e+00	9.290371e+00	5.870482e-01	-3.950675e-02	1.466413e-01
1.998593481520153e-03	1.364221e+00	9.200799e+00	6.160112e-01	-8.837301e-03	5.684429e-02
2.003476294020153e-03	1.394899e+00	9.110980e+00	6.450357e-01	2.184046e-02	-3.300168e-02
2.013241919020152e-03	1.456164e+00	8.930990e+00	7.031425e-01	8.310547e-02	-2.124474e-01
2.020217365448724e-03	1.499952e+00	8.801823e+00	7.447959e-01	1.268933e-01	-3.407295e-01
2.027192811877295e-03	1.543291e+00	8.673695e+00	7.860768e-01	1.702319e-01	-4.675792e-01
2.034168258305866e-03	1.586180e+00	8.546606e+00	8.269852e-01	2.131213e-01	-5.929964e-01
2.041143704734438e-03	1.628620e+00	8.420556e+00	8.675210e-01	2.555614e-01	-7.169812e-01
2.048119151163009e-03	1.670611e+00	8.295545e+00	9.076843e-01	2.975522e-01	-8.395335e-01
2.055094597591580e-03	1.712153e+00	8.171574e+00	9.474751e-01	3.390938e-01	-9.606534e-01
2.062070044020151e-03	1.753245e+00	8.048641e+00	9.868933e-01	3.801862e-01	-1.080341e+00
2.072533213663008e-03	1.813773e+00	7.867088e+00	1.045030e+00	4.407145e-01	-1.256258e+00
2.082996383305865e-03	1.871803e+00	7.692621e+00	1.100807e+00	4.987439e-01	-1.424363e+00
2.093459552948722e-03	1.927333e+00	7.525239e+00	1.154223e+00	5.542744e-01	-1.584655e+00
2.103922722591579e-03	1.980365e+00	7.364943e+00	1.205280e+00	6.073060e-01	-1.737135e+00
2.114385892234436e-03	2.030897e+00	7.211732e+00	1.253976e+00	6.578386e-01	-1.881802e+00
2.124849061877293e-03	2.078931e+00	7.065607e+00	1.300313e+00	7.058722e-01	-2.018656e+00
2.135312231520150e-03	2.124466e+00	6.926568e+00	1.344289e+00	7.514070e-01	-2.147698e+00
2.150658213663007e-03	2.185420e+00	6.739548e+00	1.403192e+00	8.123612e-01	-2.318713e+00
2.166004195805863e-03	2.237844e+00	6.577782e+00	1.453858e+00	8.647855e-01	-2.463820e+00
2.181350177948720e-03	2.281739e+00	6.441269e+00	1.496287e+00	9.086799e-01	-2.583018e+00
2.196696160091577e-03	2.317103e+00	6.330009e+00	1.530478e+00	9.440443e-01	-2.676307e+00
2.212042142234434e-03	2.343938e+00	6.244003e+00	1.556433e+00	9.708789e-01	-2.743688e+00
2.227388124377291e-03	2.362242e+00	6.183250e+00	1.574151e+00	9.891835e-01	-2.785160e+00
2.242734106520147e-03	2.372017e+00	6.147750e+00	1.583632e+00	9.989581e-01	-2.800724e+00
2.258777633305861e-03	2.370881e+00	6.144679e+00	1.582513e+00	9.978225e-01	-2.782917e+00
2.274821160091575e-03	2.360174e+00	6.170426e+00	1.572144e+00	9.871154e-01	-2.737042e+00
2.290864686877289e-03	2.339895e+00	6.224992e+00	1.552524e+00	9.668366e-01	-2.663097e+00
2.306908213663003e-03	2.310045e+00	6.308377e+00	1.523655e+00	9.369863e-01	-2.561083e+00
2.322951740448717e-03	2.270623e+00	6.420581e+00	1.485535e+00	8.975643e-01	-2.431000e+00
2.338995267234431e-03	2.221629e+00	6.561604e+00	1.438165e+00	8.485707e-01	-2.272848e+00
2.355038794020145e-03	2.163064e+00	6.731445e+00	1.381544e+00	7.900056e-01	-2.086627e+00
2.366199508305859e-03	2.117506e+00	6.864276e+00	1.337520e+00	7.444473e-01	-1.943469e+00
2.377360222591573e-03	2.068929e+00	7.006237e+00	1.290633e+00	6.958705e-01	-1.792035e+00
2.388520936877287e-03	2.017334e+00	7.157328e+00	1.240885e+00	6.442753e-01	-1.632325e+00
2.399681651163001e-03	1.962720e+00	7.317551e+00	1.188276e+00	5.896616e-01	-1.464340e+00
2.410842365448715e-03	1.905088e+00	7.486903e+00	1.132804e+00	5.320294e-01	-1.288079e+00
2.422003079734429e-03	1.844437e+00	7.665387e+00	1.074472e+00	4.713787e-01	-1.103542e+00
2.433163794020143e-03	1.780768e+00	7.853001e+00	1.013277e+00	4.077096e-01	-9.107298e-01
2.439441695805857e-03	1.744296e+00	7.960508e+00	9.782694e-01	3.712375e-01	-8.007762e-01
2.445719597591572e-03	1.707392e+00	8.069276e+00	9.428891e-01	3.343333e-01	-6.898838e-01
2.451997499377286e-03	1.670056e+00	8.179304e+00	9.071362e-01	2.969972e-01	-5.780525e-01
2.458275401163000e-03	1.632288e+00	8.290593e+00	8.710107e-01	2.592290e-01	-4.652823e-01
2.464553302948714e-03	1.594088e+00	8.403142e+00	8.345126e-01	2.210288e-01	-3.515732e-01
2.470831204734428e-03	1.555455e+00	8.516952e+00	7.976418e-01	1.823966e-01	-2.369252e-01
2.477109106520142e-03	1.516391e+00	8.632023e+00	7.603984e-01	1.433324e-01	-1.213384e-01
2.491757544020142e-03	1.424824e+00	8.901358e+00	6.733677e-01	5.176573e-02	1.479079e-01
2.496640356520142e-03	1.394166e+00	8.991404e+00	6.443141e-01	2.110769e-02	2.375267e-01
2.501523169020142e-03	1.363489e+00	9.081422e+00	6.152909e-01	-9.570207e-03	3.269194e-01
2.506405981520142e-03	1.332820e+00	9.171313e+00	5.863301e-01	-4.023910e-02	4.159877e-01
2.511288794020142e-03	1.302189e+00	9.260978e+00	5.574640e-01	-7.087012e-02	5.046322e-01
2.521054419020142e-03	1.241155e+00	9.439219e+00	5.001472e-01	-1.319033e-01	6.802453e-01
2.530820044020141e-03	1.180619e+00	9.615306e+00	4.436091e-01	-1.924400e-01	8.529342e-01
2.545468481520141e-03	1.091242e+00	9.873481e+00	3.608788e-01	-2.818166e-01	1.104596e+00
2.560116919020141e-03	1.004251e+00	1.012164e+01	2.815579e-01	-3.688075e-01	1.344610e+00
2.569882544020140e-03	9.479473e-01	1.027972e+01	2.311493e-01	-4.251114e-01	1.496386e+00
2.579648169020140e-03	8.932434e-01	1.043036e+01	1.832098e-01	-4.798153e-01	1.640077e+00
2.584530981520140e-03	8.665560e-01	1.050239e+01	1.603312e-01	-5.065027e-01	1.708387e+00
2.589413794020140e-03	8.403454e-01	1.057186e+01	1.382906e-01	-5.327133e-01	1.774001e+00
2.594296606520140e-03	8.146361e-01	1.063846e+01	1.171926e-01	-5.584226e-01	1.836600e+00
2.599179419020140e-03	7.894524e-01	1.070178e+01	9.716748e-02	-5.836063e-01	1.895786e+00
2.604062231520140e-03	7.648180e-01	1.076131e+01	7.838122e-02	-6.082407e-01	1.951048e+00
2.608945044020140e-03	7.407560e-01	1.081637e+01	6.104886e-02	-6.323027e-01	2.001727e+00
2.613827856520140e-03	7.172891e-01	1.086609e+01	4.544868e-02	-6.557696e-01	2.046969e+00
2.618710669020139e-03	6.944395e-01	1.090941e+01	3.192725e-02	-6.786193e-01	2.085708e+00
2.623593481520139e-03	6.722285e-01	1.094504e+01	2.089679e-02	-7.008303e-01	2.116677e+00
2.628476294020139e-03	6.506771e-01	1.097226e+01	1.258709e-02	-7.223817e-01	2.139177e+00
2.633359106520139e-03	6.298056e-01	1.099107e+01	6.995223e-03	-7.432532e-01	2.153229e+00
2.638241919020139e-03	6.096336e-01	1.100291e+01	3.655440e-03	-7.634252e-01	2.160289e+00
2.643124731520139e-03	5.901800e-01	1.101000e+01	1.847611e-03	-7.828786e-01	2.162595e+00
2.648007544020139e-03	5.714634e-01	1.101435e+01	9.282252e-04	-8.015953e-01	2.162148e+00
2.652890356520139e-03	5.535011e-01	1.101726e+01	4.706040e-04	-8.195575e-01	2.160271e+00
2.657773169020139e-03	5.363103e-01	1.101946e+01	2.430774e-04	-8.367485e-01	2.157686e+00
2.662655981520138e-03	5.199069e-01	1.102131e+01	1.283689e-04	-8.531519e-01	2.154754e+00
2.667538794020138e-03	5.043064e-01	1.102298e+01	6.942140e-05	-8.687522e-01	2.151655e+00
2.672421606520138e-03	4.895237e-01	1.102457e+01	3.833746e-05	-8.835350e-01	2.148474e+00
2.677304419020138e-03	4.755724e-01	1.102610e+01	2.161444e-05	-8.974863e-01	2.145254e+00
2.682187231520138e-03	4.624659e-01	1.102762e+01	1.232329e-05	-9.105928e-01	2.142015e+00
2.687070044020138e-03	4.502164e-01	1.102911e+01	7.120041e-06	-9.228423e-01	2.138769e+00
2.691952856520138e-03	4.388354e-01	1.103060e+01	4.071309e-06	-9.342234e-01	2.135521e+00
2.696835669020138e-03	4.283337e-01	1.103209e+01	2.336747e-06	-9.447250e-01	2.132274e+00
2.701718481520138e-03	4.187211e-01	1.103356e+01	1.264635e-06	-9.543377e-01	2.129030e+00
2.706601294020138e-03	4.100067e-01	1.103504e+01	6.848419e-07	-9.630520e-01	2.125789e+00
2.711484106520137e-03	4.021987e-01	1.103651e+01	3.044435e-07	-9.708600e-01	2.122552e+00
2.716366919020137e-03	3.953044e-01	1.103798e+01	1.492697e-07	-9.777543e-01	2.119320e+00
2.721249731520137e-03	3.893304e-01	1.103945e+01	3.631806e-08	-9.837283e-01	2.116092e+00
2.726132544020137e-03	3.842822e-01	1.104091e+01	5.399186e-08	-9.887765e-01	2.112869e+00
2.731015356520137e-03	3.801646e-01	1.104237e+01	5.623749e-08	-9.928941e-01	2.109651e+00
2.735898169020137e-03	3.769815e-01	1.104383e+01	1.533112e-07	-9.960772e-01	2.106438e+00
2.740780981520137e-03	3.747359e-01	1.104529e+01	2.129794e-07	-9.983228e-01	2.103229e+00
2.745663794020137e-03	3.734298e-01	1.104674e+01	3.540399e-07	-9.996289e-01	2.100026e+00
2.750546606520137e-03	3.730646e-01	1.104819e+01	4.504002e-07	-9.999941e-01	2.096827e+00
2.755429419020137e-03	3.736405e-01	1.104964e+01	6.250892e-07	-9.994182e-01	2.093633e+00
2.760312231520136e-03	3.751571e-01	1.105109e+01	7.560037e-07	-9.979016e-01	2.090443e+00
2.765195044020136e-03	3.776128e-01	1.105254e+01	9.698473e-07	-9.954459e-01	2.087259e+00
2.770077856520136e-03	3.810054e-01	1.105398e+01	1.149387e-06	-9.920533e-01	2.084079e+00
2.774960669020136e-03	3.853317e-01	1.105542e+01	1.427546e-06	-9.877270e-01	2.080904e+00
2.779843481520136e-03	3.905877e-01	1.105686e+01	1.696887e-06	-9.824710e-01	2.077734e+00
2.784726294020136e-03	3.967682e-01	1.105829e+01	2.105235e-06	-9.762905e-01	2.074568e+00
2.789609106520136e-03	4.038677e-01	1.105973e+01	2.569989e-06	-9.691910e-01	2.071407e+00
2.794491919020136e-03	4.118793e-01	1.106116e+01	3.280080e-06	-9.611794e-01	2.068250e+00
2.799374731520136e-03	4.207955e-01	1.106259e+01	4.224066e-06	-9.522632e-01	2.065097e+00
2.804257544020135e-03	4.306080e-01	1.106401e+01	5.715347e-06	-9.424508e-01	2.061947e+00
2.809140356520135e-03	4.413075e-01	1.106543e+01	7.966736e-06	-9.317513e-01	2.058800e+00
2.814023169020135e-03	4.528838e-01	1.106684e+01	1.170309e-05	-9.201748e-01	2.055653e+00
2.818905981520135e-03	4.653263e-01	1.106824e+01	1.791094e-05	-9.077324e-01	2.052503e+00
2.823788794020135e-03	4.786231e-01	1.106963e+01	2.880080e-05	-8.944356e-01	2.049343e+00
2.828671606520135e-03	4.927616e-01	1.107099e+01	4.827646e-05	-8.802971e-01	2.046161e+00
2.833554419020135e-03	5.077287e-01	1.107229e+01	8.439361e-05	-8.653300e-01	2.042933e+00
2.838437231520135e-03	5.235102e-01	1.107349e+01	1.529870e-04	-8.495485e-01	2.039609e+00
2.843320044020135e-03	5.400913e-01	1.107449e+01	2.867924e-04	-8.329675e-01	2.036089e+00
2.848202856520135e-03	5.574563e-01	1.107507e+01	5.528932e-04	-8.156024e-01	2.032164e+00
2.853085669020134e-03	5.755889e-01	1.107482e+01	1.088693e-03	-7.974698e-01	2.027410e+00
2.857968481520134e-03	5.944721e-01	1.107289e+01	2.163017e-03	-7.785866e-01	2.020996e+00
2.862851294020134e-03	6.140881e-01	1.106782e+01	4.250618e-03	-7.589706e-01	2.011455e+00
2.867734106520134e-03	6.344184e-01	1.105749e+01	8.031861e-03	-7.386403e-01	1.996686e+00
2.872616919020134e-03	6.554438e-01	1.103971e+01	1.421232e-02	-7.176149e-01	1.974511e+00
2.877499731520134e-03	6.771447e-01	1.101338e+01	2.315000e-02	-6.959140e-01	1.943835e+00
2.882382544020134e-03	6.995006e-01	1.097866e+01	3.478749e-02	-6.735582e-01	1.904848e+00
2.887265356520134e-03	7.224903e-01	1.093667e+01	4.876263e-02	-6.505684e-01	1.858685e+00
2.892148169020134e-03	7.460924e-01	1.088831e+01	6.478331e-02	-6.269664e-01	1.806262e+00
2.897030981520133e-03	7.702845e-01	1.083474e+01	8.247243e-02	-6.027742e-01	1.748755e+00
2.901913794020133e-03	7.950439e-01	1.077680e+01	1.015583e-01	-5.780148e-01	1.687014e+00
2.906796606520133e-03	8.203474e-01	1.071513e+01	1.218401e-01	-5.527114e-01	1.621668e+00
2.911679419020133e-03	8.461710e-01	1.065018e+01	1.431617e-01	-5.268877e-01	1.553204e+00
2.916562231520133e-03	8.724905e-01	1.058235e+01	1.654000e-01	-5.005682e-01	1.482010e+00
2.921445044020133e-03	8.992812e-01	1.051194e+01	1.884551e-01	-4.737775e-01	1.408399e+00
2.931210669020133e-03	9.541746e-01	1.036438e+01	2.366974e-01	-4.188842e-01	1.254926e+00
2.940976294020133e-03	1.010645e+00	1.020912e+01	2.873556e-01	-3.624142e-01	1.094463e+00
2.955624731520132e-03	1.097839e+00	9.964604e+00	3.669711e-01	-2.752195e-01	8.434985e-01
2.970273169020132e-03	1.187364e+00	9.709286e+00	4.499150e-01	-1.856951e-01	5.834320e-01
2.980038794020132e-03	1.247967e+00	9.534630e+00	5.065548e-01	-1.250914e-01	4.065816e-01
2.989804419020132e-03	1.309042e+00	9.357430e+00	5.639427e-01	-6.401692e-02	2.279751e-01
2.994687231520131e-03	1.339684e+00	9.268136e+00	5.928332e-01	-3.337491e-02	1.382748e-01
2.999570044020131e-03	1.370357e+00	9.178514e+00	6.218112e-01	-2.701490e-03	4.844532e-02
3.004452856520131e-03	1.401033e+00	9.088663e+00	6.508441e-01	2.797447e-02	-4.141288e-02
3.014218481520131e-03	1.462277e+00	8.908669e+00	7.089489e-01	8.921856e-02	-2.208250e-01
3.021891472591559e-03	1.510445e+00	8.766505e+00	7.547890e-01	1.373867e-01	-3.619613e-01
3.029564463662988e-03	1.558022e+00	8.625752e+00	8.001285e-01	1.849632e-01	-5.012122e-01
3.037237454734416e-03	1.605007e+00	8.486412e+00	8.449674e-01	2.319482e-01	-6.385780e-01
3.044910445805845e-03	1.651400e+00	8.348484e+00	8.893056e-01	2.783415e-01	-7.740585e-01
3.052583436877273e-03	1.697202e+00	8.211969e+00	9.331433e-01	3.241432e-01	-9.076537e-01
3.060256427948702e-03	1.742412e+00	8.076866e+00	9.764803e-01	3.693534e-01	-1.039364e+00
3.067929419020130e-03	1.787031e+00	7.943175e+00	1.019317e+00	4.139719e-01	-1.169188e+00
3.079090133305844e-03	1.850483e+00	7.752530e+00	1.080310e+00	4.774245e-01	-1.353331e+00
3.090250847591558e-03	1.910891e+00	7.570585e+00	1.138415e+00	5.378322e-01	-1.527982e+00
3.101411561877272e-03	1.968254e+00	7.397338e+00	1.193632e+00	5.951950e-01	-1.693142e+00
3.112572276162986e-03	2.022572e+00	7.232790e+00	1.245960e+00	6.495131e-01	-1.848810e+00
3.123732990448700e-03	2.073845e+00	7.076941e+00	1.295400e+00	7.007863e-01	-1.994988e+00
3.134893704734414e-03	2.122073e+00	6.929791e+00	1.341952e+00	7.490147e-01	-2.131675e+00
3.146054419020128e-03	2.167257e+00	6.791340e+00	1.385615e+00	7.941982e-01	-2.258871e+00
3.163493035091556e-03	2.229964e+00	6.597994e+00	1.446243e+00	8.569050e-01	-2.432963e+00
3.180931651162985e-03	2.281260e+00	6.438556e+00	1.495840e+00	9.082012e-01	-2.572580e+00
3.198370267234413e-03	2.321145e+00	6.313027e+00	1.534406e+00	9.480867e-01	-2.677724e+00
3.215808883305841e-03	2.349620e+00	6.221406e+00	1.561942e+00	9.765616e-01	-2.748394e+00
3.233247499377269e-03	2.366685e+00	6.163695e+00	1.578447e+00	9.936259e-01	-2.784590e+00
3.250686115448698e-03	2.372338e+00	6.139891e+00	1.583922e+00	9.992796e-01	-2.786312e+00
3.268124731520126e-03	2.366581e+00	6.149997e+00	1.578366e+00	9.935226e-01	-2.753560e+00
3.282773169020125e-03	2.351188e+00	6.190306e+00	1.563443e+00	9.781293e-01	-2.694740e+00
3.297421606520125e-03	2.328192e+00	6.253554e+00	1.541184e+00	9.551331e-01	-2.613819e+00
3.312070044020125e-03	2.297593e+00	6.339742e+00	1.511588e+00	9.245339e-01	-2.510797e+00
3.326718481520124e-03	2.259390e+00	6.448868e+00	1.474656e+00	8.863317e-01	-2.385675e+00
3.341366919020124e-03	2.213585e+00	6.580933e+00	1.430387e+00	8.405265e-01	-2.238453e+00
3.356015356520124e-03	2.160177e+00	6.735937e+00	1.378782e+00	7.871184e-01	-2.069130e+00
3.370663794020123e-03	2.099166e+00	6.913880e+00	1.319840e+00	7.261072e-01	-1.877706e+00
3.381126963662980e-03	2.051848e+00	7.052384e+00	1.274155e+00	6.787889e-01	-1.730546e+00
3.391590133305837e-03	2.002164e+00	7.198033e+00	1.226245e+00	6.291048e-01	-1.577035e+00
3.402053302948694e-03	1.950114e+00	7.350826e+00	1.176109e+00	5.770549e-01	-1.417172e+00
3.412516472591551e-03	1.895698e+00	7.510764e+00	1.123747e+00	5.226393e-01	-1.250956e+00
3.422979642234408e-03	1.838917e+00	7.677846e+00	1.069161e+00	4.658578e-01	-1.078389e+00
3.433442811877265e-03	1.779769e+00	7.852073e+00	1.012349e+00	4.067105e-01	-8.994693e-01
3.443905981520122e-03	1.718256e+00	8.033444e+00	9.533113e-01	3.451974e-01	-7.141977e-01
3.448788794020122e-03	1.689235e+00	8.119006e+00	9.254987e-01	3.161760e-01	-6.271460e-01
3.453671606520122e-03	1.659985e+00	8.205225e+00	8.974951e-01	2.869265e-01	-5.396336e-01
3.458554419020122e-03	1.630508e+00	8.292101e+00	8.693006e-01	2.574489e-01	-4.516607e-01
3.463437231520121e-03	1.600802e+00	8.379633e+00	8.409150e-01	2.277431e-01	-3.632272e-01
3.468320044020121e-03	1.570868e+00	8.467823e+00	8.123385e-01	1.978092e-01	-2.743331e-01
3.473202856520121e-03	1.540706e+00	8.556669e+00	7.835709e-01	1.676472e-01	-1.849784e-01
3.478085669020121e-03	1.510316e+00	8.646172e+00	7.546124e-01	1.372571e-01	-9.516312e-02
3.482968481520121e-03	1.479867e+00	8.735785e+00	7.256398e-01	1.068081e-01	-5.437604e-03
3.492734106520121e-03	1.418696e+00	8.915646e+00	6.675550e-01	4.563710e-02	1.740486e-01
3.497616919020121e-03	1.388031e+00	9.005699e+00	6.385050e-01	1.497278e-02	2.636174e-01
3.502499731520121e-03	1.357353e+00	9.095706e+00	6.094918e-01	-1.570563e-02	3.529406e-01
3.507382544020120e-03	1.326689e+00	9.185566e+00	5.805473e-01	-4.636926e-02	4.419196e-01
3.517148169020120e-03	1.265522e+00	9.364442e+00	5.229948e-01	-1.075368e-01	6.184450e-01
3.526913794020120e-03	1.204759e+00	9.541505e+00	4.661123e-01	-1.682995e-01	7.923795e-01
3.536679419020120e-03	1.144630e+00	9.715897e+00	4.101750e-01	-2.284289e-01	9.628801e-01
3.551327856520120e-03	1.056118e+00	9.970489e+00	3.286788e-01	-3.169410e-01	1.210242e+00
3.561093481520119e-03	9.985548e-01	1.013410e+01	2.764180e-01	-3.745039e-01	1.368142e+00
3.570859106520119e-03	9.424015e-01	1.029151e+01	2.262355e-01	-4.306573e-01	1.519148e+00
3.580624731520119e-03	8.878690e-01	1.044134e+01	1.785706e-01	-4.851897e-01	1.661922e+00
3.585507544020119e-03	8.612750e-01	1.051288e+01	1.558523e-01	-5.117837e-01	1.729703e+00
3.590390356520119e-03	8.351626e-01	1.058181e+01	1.339911e-01	-5.378960e-01	1.794730e+00
3.595273169020119e-03	8.095566e-01	1.064780e+01	1.130963e-01	-5.635021e-01	1.856669e+00
3.600155981520119e-03	7.844809e-01	1.071041e+01	9.330437e-02	-5.885779e-01	1.915102e+00
3.605038794020118e-03	7.599591e-01	1.076911e+01	7.478989e-02	-6.130996e-01	1.969494e+00
3.609921606520118e-03	7.360143e-01	1.082318e+01	5.777952e-02	-6.370444e-01	2.019149e+00
3.614804419020118e-03	7.126691e-01	1.087173e+01	4.256542e-02	-6.603896e-01	2.063169e+00
3.619687231520118e-03	6.899455e-01	1.091363e+01	2.950592e-02	-6.831132e-01	2.100453e+00
3.624570044020118e-03	6.678647e-01	1.094761e+01	1.900977e-02	-7.051939e-01	2.129746e+00
3.629452856520118e-03	6.464477e-01	1.097310e+01	1.125978e-02	-7.266110e-01	2.150494e+00
3.634335669020118e-03	6.257145e-01	1.099036e+01	6.168503e-03	-7.473441e-01	2.162980e+00
3.639218481520118e-03	6.056848e-01	1.100108e+01	3.194777e-03	-7.673739e-01	2.168891e+00
3.644101294020118e-03	5.863772e-01	1.100749e+01	1.609836e-03	-7.866815e-01	2.170494e+00
3.648984106520117e-03	5.678101e-01	1.101147e+01	8.093955e-04	-8.052487e-01	2.169667e+00
3.653866919020117e-03	5.500007e-01	1.101420e+01	4.116365e-04	-8.230579e-01	2.167593e+00
3.658749731520117e-03	5.329661e-01	1.101632e+01	2.135555e-04	-8.400927e-01	2.164905e+00
3.663632544020117e-03	5.167221e-01	1.101813e+01	1.132845e-04	-8.563367e-01	2.161918e+00
3.668515356520117e-03	5.012840e-01	1.101978e+01	6.156365e-05	-8.717747e-01	2.158786e+00
3.673398169020117e-03	4.866665e-01	1.102136e+01	3.411615e-05	-8.863922e-01	2.155583e+00
3.678280981520117e-03	4.728832e-01	1.102290e+01	1.931870e-05	-9.001756e-01	2.152346e+00
3.683163794020117e-03	4.599470e-01	1.102441e+01	1.101718e-05	-9.131117e-01	2.149093e+00
3.688046606520117e-03	4.478703e-01	1.102591e+01	6.390201e-06	-9.251884e-01	2.145834e+00
3.692929419020117e-03	4.366644e-01	1.102740e+01	3.627673e-06	-9.363943e-01	2.142575e+00
3.697812231520116e-03	4.263397e-01	1.102889e+01	2.093993e-06	-9.467190e-01	2.139316e+00
3.702695044020116e-03	4.169061e-01	1.103037e+01	1.103094e-06	-9.561526e-01	2.136061e+00
3.707577856520116e-03	4.083723e-01	1.103185e+01	6.095268e-07	-9.646864e-01	2.132809e+00
3.712460669020116e-03	4.007465e-01	1.103333e+01	2.448188e-07	-9.723122e-01	2.129562e+00
3.717343481520116e-03	3.940358e-01	1.103480e+01	1.375089e-07	-9.790229e-01	2.126319e+00
3.722226294020116e-03	3.882465e-01	1.103627e+01	1.740732e-08	-9.848122e-01	2.123080e+00
3.727109106520116e-03	3.833841e-01	1.103774e+01	6.900746e-08	-9.896746e-01	2.119847e+00
3.731991919020116e-03	3.794531e-01	1.103921e+01	5.556803e-08	-9.936056e-01	2.116618e+00
3.736874731520116e-03	3.764573e-01	1.104067e+01	1.812218e-07	-9.966014e-01	2.113394e+00
3.741757544020115e-03	3.743995e-01	1.104213e+01	2.219839e-07	-9.986593e-01	2.110175e+00
3.746640356520115e-03	3.732815e-01	1.104359e+01	3.896981e-07	-9.997772e-01	2.106961e+00
3.751523169020115e-03	3.731045e-01	1.104505e+01	4.662695e-07	-9.999542e-01	2.103751e+00
3.756405981520115e-03	3.738686e-01	1.104650e+01	6.674465e-07	-9.991901e-01	2.100546e+00
3.761288794020115e-03	3.755732e-01	1.104796e+01	7.792204e-07	-9.974856e-01	2.097347e+00
3.766171606520115e-03	3.782165e-01	1.104941e+01	1.020977e-06	-9.948422e-01	2.094151e+00
3.771054419020115e-03	3.817961e-01	1.105085e+01	1.183976e-06	-9.912626e-01	2.090961e+00
3.775937231520115e-03	3.863087e-01	1.105230e+01	1.494188e-06	-9.867500e-01	2.087776e+00
3.780820044020115e-03	3.917500e-01	1.105374e+01	1.753676e-06	-9.813088e-01	2.084595e+00
3.785702856520115e-03	3.981148e-01	1.105518e+01	2.204686e-06	-9.749439e-01	2.081419e+00
3.790585669020114e-03	4.053973e-01	1.105662e+01	2.676886e-06	-9.676614e-01	2.078247e+00
3.795468481520114e-03	4.135904e-01	1.105806e+01	3.458119e-06	-9.594683e-01	2.075080e+00
3.800351294020114e-03	4.226866e-01	1.105949e+01	4.457675e-06	-9.503721e-01	2.071916e+00
3.805234106520114e-03	4.326772e-01	1.106092e+01	6.102973e-06	-9.403815e-01	2.068755e+00
3.810116919020114e-03	4.435529e-01	1.106234e+01	8.556241e-06	-9.295058e-01	2.065597e+00
3.814999731520114e-03	4.553034e-01	1.106376e+01	1.271069e-05	-9.177553e-01	2.062438e+00
3.819882544020114e-03	4.679177e-01	1.106516e+01	1.960875e-05	-9.051411e-01	2.059275e+00
3.824765356520114e-03	4.813838e-01	1.106655e+01	3.184074e-05	-8.916749e-01	2.056101e+00
3.829648169020114e-03	4.956892e-01	1.106790e+01	5.379622e-05	-8.773695e-01	2.052902e+00
3.834530981520114e-03	5.108203e-01	1.106920e+01	9.479755e-05	-8.622384e-01	2.049648e+00
