Record Length,2500,Points,2.2100001E-3,-5.00000000,,Record Length,2500,Points,2.2100001E-3,0.0,
Sample Interval,9.999999939E-9,s,2.2100101E-3,-5.00000000,,Sample Interval,9.999999939E-9,s,2.2100101E-3,0.0,
Trigger Point,-221.00001826E3,Samples,2.2100201E-3,-5.00000000,,Trigger Point,-221.00001826E3,Samples,2.2100201E-3,0.0,
,,,2.2100301E-3,-5.00000000,,,,,2.2100301E-3,0.0,
,,,2.2100401E-3,-5.00000000,,,,,2.2100401E-3,0.0,
,,,2.2100501E-3,-5.00000000,,,,,2.2100501E-3,0.0,
Source,CH1,,2.2100601E-3,-4.40000010,,Source,CH2,,2.2100601E-3,0.0,
Vertical Units,Volts,,2.2100701E-3,600.000023842E-3,,Vertical Units,Volts,,2.2100701E-3,200.00000298E-3,
Vertical Scale,5.00000007,,2.2100802E-3,5.59999990,,Vertical Scale,5.00000007,,2.2100802E-3,0.0,
Vertical Offset,0,,2.2100902E-3,7.400000095,,Vertical Offset,0,,2.2100902E-3,0.0,
Horizontal Units,s,,2.2100999E-3,6.80000019,,Horizontal Units,s,,2.2100999E-3,0.0,
Horizontal Scale,2.5000000E-6,,2.2101100E-3,5.40000010,,Horizontal Scale,2.5000000E-6,,2.2101100E-3,0.0,
Pt Fmt,Y,,2.2101200E-3,4.40000010,,Pt Fmt,Y,,2.2101200E-3,-200.00000298E-3,
Yzero,0.0,,2.2101300E-3,4.59999990,,Yzero,40.00000000E-3,,2.2101300E-3,0.0,
Probe Atten,1.000000,,2.2101400E-3,5.20000029,,Probe Atten,1.000000,,2.2101400E-3,0.0,
,,,2.2101500E-3,5.40000010,,,,,2.2101500E-3,-200.00000298E-3,
Note,TDS 2002C - 12:22:55 PM   5/12/2025,,2.2101600E-3,5.20000029,,Note,TDS 2002C - 12:22:55 PM   5/12/2025,,2.2101600E-3,0.0,
,,,2.2101700E-3,5.20000029,,,,,2.2101700E-3,0.0,
,,,2.2101800E-3,5.40000010,,,,,2.2101800E-3,0.0,
,,,2.2101901E-3,5.20000029,,,,,2.2101901E-3,0.0,
,,,2.2102001E-3,5.00000000,,,,,2.2102001E-3,0.0,
,,,2.2102101E-3,5.00000000,,,,,2.2102101E-3,0.0,
,,,2.2102201E-3,5.20000029,,,,,2.2102201E-3,0.0,
,,,2.2102301E-3,5.20000029,,,,,2.2102301E-3,0.0,
,,,2.2102401E-3,5.20000029,,,,,2.2102401E-3,0.0,
,,,2.2102501E-3,5.20000029,,,,,2.2102501E-3,0.0,
,,,2.2102601E-3,5.20000029,,,,,2.2102601E-3,0.0,
,,,2.2102701E-3,5.20000029,,,,,2.2102701E-3,0.0,
,,,2.2102802E-3,5.00000000,,,,,2.2102802E-3,0.0,
,,,2.2102902E-3,5.20000029,,,,,2.2102902E-3,0.0,
,,,2.2103000E-3,5.20000029,,,,,2.2103000E-3,0.0,
,,,2.2103100E-3,5.20000029,,,,,2.2103100E-3,0.0,
,,,2.2103200E-3,5.20000029,,,,,2.2103200E-3,0.0,
,,,2.2103300E-3,5.20000029,,,,,2.2103300E-3,0.0,
,,,2.2103400E-3,5.20000029,,,,,2.2103400E-3,0.0,
,,,2.2103500E-3,5.20000029,,,,,2.2103500E-3,0.0,
,,,2.2103600E-3,5.20000029,,,,,2.2103600E-3,0.0,
,,,2.2103700E-3,5.20000029,,,,,2.2103700E-3,0.0,
,,,2.2103800E-3,5.20000029,,,,,2.2103800E-3,0.0,
,,,2.2103901E-3,5.20000029,,,,,2.2103901E-3,0.0,
,,,2.2104001E-3,5.20000029,,,,,2.2104001E-3,0.0,
,,,2.2104101E-3,5.20000029,,,,,2.2104101E-3,0.0,
,,,2.2104201E-3,5.00000000,,,,,2.2104201E-3,0.0,
,,,2.2104301E-3,5.20000029,,,,,2.2104301E-3,0.0,
,,,2.2104401E-3,5.20000029,,,,,2.2104401E-3,0.0,
,,,2.2104501E-3,5.20000029,,,,,2.2104501E-3,0.0,
,,,2.2104601E-3,5.20000029,,,,,2.2104601E-3,0.0,
,,,2.2104701E-3,5.20000029,,,,,2.2104701E-3,200.00000298E-3,
,,,2.2104802E-3,5.20000029,,,,,2.2104802E-3,0.0,
,,,2.2104902E-3,5.20000029,,,,,2.2104902E-3,0.0,
,,,2.2105000E-3,5.20000029,,,,,2.2105000E-3,0.0,
,,,2.2105100E-3,5.20000029,,,,,2.2105100E-3,0.0,
,,,2.2105200E-3,5.20000029,,,,,2.2105200E-3,200.00000298E-3,
,,,2.2105300E-3,5.00000000,,,,,2.2105300E-3,0.0,
,,,2.2105400E-3,5.20000029,,,,,2.2105400E-3,0.0,
,,,2.2105500E-3,5.20000029,,,,,2.2105500E-3,200.00000298E-3,
,,,2.2105600E-3,5.20000029,,,,,2.2105600E-3,200.00000298E-3,
,,,2.2105700E-3,5.20000029,,,,,2.2105700E-3,0.0,
,,,2.2105800E-3,5.00000000,,,,,2.2105800E-3,0.0,
,,,2.2105901E-3,5.20000029,,,,,2.2105901E-3,0.0,
,,,2.2106001E-3,5.20000029,,,,,2.2106001E-3,0.0,
,,,2.2106101E-3,5.20000029,,,,,2.2106101E-3,0.0,
,,,2.2106201E-3,5.00000000,,,,,2.2106201E-3,0.0,
,,,2.2106301E-3,5.20000029,,,,,2.2106301E-3,0.0,
,,,2.2106401E-3,5.00000000,,,,,2.2106401E-3,0.0,
,,,2.2106501E-3,5.20000029,,,,,2.2106501E-3,200.00000298E-3,
,,,2.2106601E-3,5.20000029,,,,,2.2106601E-3,0.0,
,,,2.2106702E-3,5.00000000,,,,,2.2106702E-3,0.0,
,,,2.2106802E-3,5.00000000,,,,,2.2106802E-3,0.0,
,,,2.2106902E-3,5.20000029,,,,,2.2106902E-3,0.0,
,,,2.2107000E-3,5.20000029,,,,,2.2107000E-3,0.0,
,,,2.2107100E-3,5.20000029,,,,,2.2107100E-3,0.0,
,,,2.2107200E-3,5.00000000,,,,,2.2107200E-3,0.0,
,,,2.2107300E-3,5.00000000,,,,,2.2107300E-3,0.0,
,,,2.2107400E-3,5.20000029,,,,,2.2107400E-3,0.0,
,,,2.2107500E-3,5.20000029,,,,,2.2107500E-3,200.00000298E-3,
,,,2.2107600E-3,5.00000000,,,,,2.2107600E-3,0.0,
,,,2.2107700E-3,5.20000029,,,,,2.2107700E-3,0.0,
,,,2.2107800E-3,5.00000000,,,,,2.2107800E-3,0.0,
,,,2.2107901E-3,5.20000029,,,,,2.2107901E-3,0.0,
,,,2.2108001E-3,5.20000029,,,,,2.2108001E-3,0.0,
,,,2.2108101E-3,5.20000029,,,,,2.2108101E-3,0.0,
,,,2.2108201E-3,5.00000000,,,,,2.2108201E-3,0.0,
,,,2.2108301E-3,5.00000000,,,,,2.2108301E-3,200.00000298E-3,
,,,2.2108401E-3,5.20000029,,,,,2.2108401E-3,200.00000298E-3,
,,,2.2108501E-3,5.20000029,,,,,2.2108501E-3,0.0,
,,,2.2108601E-3,5.20000029,,,,,2.2108601E-3,200.00000298E-3,
,,,2.2108702E-3,5.00000000,,,,,2.2108702E-3,0.0,
,,,2.2108802E-3,5.20000029,,,,,2.2108802E-3,200.00000298E-3,
,,,2.2108902E-3,5.20000029,,,,,2.2108902E-3,200.00000298E-3,
,,,2.2109000E-3,5.20000029,,,,,2.2109000E-3,0.0,
,,,2.2109100E-3,5.20000029,,,,,2.2109100E-3,0.0,
,,,2.2109200E-3,5.20000029,,,,,2.2109200E-3,0.0,
,,,2.2109300E-3,5.20000029,,,,,2.2109300E-3,0.0,
,,,2.2109400E-3,5.20000029,,,,,2.2109400E-3,0.0,
,,,2.2109500E-3,5.20000029,,,,,2.2109500E-3,0.0,
,,,2.2109600E-3,5.00000000,,,,,2.2109600E-3,0.0,
,,,2.2109700E-3,5.20000029,,,,,2.2109700E-3,0.0,
,,,2.2109800E-3,5.00000000,,,,,2.2109800E-3,0.0,
,,,2.2109901E-3,5.20000029,,,,,2.2109901E-3,0.0,
,,,2.2110001E-3,5.00000000,,,,,2.2110001E-3,0.0,
,,,2.2110101E-3,5.00000000,,,,,2.2110101E-3,0.0,
,,,2.2110201E-3,5.20000029,,,,,2.2110201E-3,0.0,
,,,2.2110301E-3,5.20000029,,,,,2.2110301E-3,0.0,
,,,2.2110401E-3,5.20000029,,,,,2.2110401E-3,0.0,
,,,2.2110501E-3,5.00000000,,,,,2.2110501E-3,0.0,
,,,2.2110601E-3,5.00000000,,,,,2.2110601E-3,0.0,
,,,2.2110702E-3,5.20000029,,,,,2.2110702E-3,0.0,
,,,2.2110802E-3,5.00000000,,,,,2.2110802E-3,0.0,
,,,2.2110902E-3,5.20000029,,,,,2.2110902E-3,0.0,
,,,2.2111000E-3,5.20000029,,,,,2.2111000E-3,0.0,
,,,2.2111100E-3,5.20000029,,,,,2.2111100E-3,0.0,
,,,2.2111200E-3,5.20000029,,,,,2.2111200E-3,0.0,
,,,2.2111300E-3,5.00000000,,,,,2.2111300E-3,0.0,
,,,2.2111400E-3,5.20000029,,,,,2.2111400E-3,0.0,
,,,2.2111500E-3,5.20000029,,,,,2.2111500E-3,0.0,
,,,2.2111600E-3,5.20000029,,,,,2.2111600E-3,0.0,
,,,2.2111700E-3,5.20000029,,,,,2.2111700E-3,0.0,
,,,2.2111800E-3,5.20000029,,,,,2.2111800E-3,0.0,
,,,2.2111901E-3,5.00000000,,,,,2.2111901E-3,0.0,
,,,2.2112001E-3,5.20000029,,,,,2.2112001E-3,0.0,
,,,2.2112101E-3,5.00000000,,,,,2.2112101E-3,0.0,
,,,2.2112201E-3,5.20000029,,,,,2.2112201E-3,0.0,
,,,2.2112301E-3,5.20000029,,,,,2.2112301E-3,0.0,
,,,2.2112401E-3,5.00000000,,,,,2.2112401E-3,0.0,
,,,2.2112501E-3,5.20000029,,,,,2.2112501E-3,0.0,
,,,2.2112601E-3,5.20000029,,,,,2.2112601E-3,0.0,
,,,2.2112702E-3,5.20000029,,,,,2.2112702E-3,0.0,
,,,2.2112802E-3,5.20000029,,,,,2.2112802E-3,0.0,
,,,2.2112902E-3,5.20000029,,,,,2.2112902E-3,0.0,
,,,2.2113000E-3,5.00000000,,,,,2.2113000E-3,0.0,
,,,2.2113100E-3,5.00000000,,,,,2.2113100E-3,0.0,
,,,2.2113200E-3,2.2000000,,,,,2.2113200E-3,0.0,
,,,2.2113300E-3,-4.00000000,,,,,2.2113300E-3,0.0,
,,,2.2113400E-3,-7.00000000,,,,,2.2113400E-3,0.0,
,,,2.2113500E-3,-7.20000029,,,,,2.2113500E-3,0.0,
,,,2.2113600E-3,-6.00000000,,,,,2.2113600E-3,0.0,
,,,2.2113700E-3,-4.80000019,,,,,2.2113700E-3,0.0,
,,,2.2113801E-3,-4.40000010,,,,,2.2113801E-3,0.0,
,,,2.2113901E-3,-4.80000019,,,,,2.2113901E-3,0.0,
,,,2.2114001E-3,-5.20000029,,,,,2.2114001E-3,0.0,
,,,2.2114101E-3,-5.20000029,,,,,2.2114101E-3,200.00000298E-3,
,,,2.2114201E-3,-5.00000000,,,,,2.2114201E-3,0.0,
,,,2.2114301E-3,-5.20000029,,,,,2.2114301E-3,0.0,
,,,2.2114401E-3,-5.20000029,,,,,2.2114401E-3,0.0,
,,,2.2114501E-3,-5.00000000,,,,,2.2114501E-3,0.0,
,,,2.2114601E-3,-5.00000000,,,,,2.2114601E-3,0.0,
,,,2.2114702E-3,-5.00000000,,,,,2.2114702E-3,0.0,
,,,2.2114802E-3,-5.00000000,,,,,2.2114802E-3,0.0,
,,,2.2114902E-3,-5.00000000,,,,,2.2114902E-3,-200.00000298E-3,
