x_rel,y_rel
44.25168598289695,49.0
44.46166357000723,49.0
44.67164115711751,49.0
44.881618744227794,48.5
45.091596331338074,48.5
45.30157391844835,48.0
45.51155150555863,48.5
45.72152909266891,48.5
45.93150667977919,48.5
46.14148426688947,49.0
46.35146185399975,48.0
46.56143944111003,48.0
46.77141702822031,48.5
46.98139461533059,48.5
47.191372202440874,48.5
47.40134978955115,48.5
47.61132737666143,48.0
47.82130496377171,47.5
48.03128255088199,48.0
48.24126013799227,48.5
48.45123772510255,48.0
48.66121531221283,48.0
48.87119289932311,48.5
49.08117048643339,48.5
49.291148073543674,48.5
49.50112566065395,48.5
49.71110324776423,48.5
49.92108083487451,48.5
50.13105842198479,48.5
50.34103600909507,48.0
50.55101359620535,48.0
50.76099118331563,48.5
50.97096877042591,48.5
51.18094635753619,48.0
51.390923944646474,48.5
51.600901531756755,48.5
51.81087911886703,48.5
52.02085670597731,48.0
52.23083429308759,48.0
52.44081188019787,48.0
52.65078946730815,48.0
52.86076705441843,48.5
53.07074464152871,48.5
53.28072222863899,47.5
53.490699815749274,48.5
53.700677402859554,48.5
53.91065498996983,48.5
54.1206325770801,49.0
54.33061016419038,49.0
54.54058775130066,49.0
54.750565338410944,48.5
54.960542925521224,48.5
55.170520512631505,48.5
55.380498099741786,48.5
55.590475686852066,48.0
55.80045327396235,48.5
56.01043086107263,48.5
56.2204084481829,49.0
56.43038603529318,49.0
56.64036362240346,49.0
56.85034120951374,49.5
57.060318796624024,51.0
57.270296383734305,52.75
57.480273970844586,54.0
57.690251557954866,55.0
57.90022914506515,56.5
58.11020673217543,57.0
58.3201843192857,57.0
58.53016190639598,57.5
58.74013949350626,59.0
58.95011708061654,62.0
59.160094667726824,64.0
59.370072254837105,66.5
59.580049841947385,71.0
59.790027429057666,74.5
60.00000501616795,75.5
60.20998260327823,79.0
60.41996019038851,80.5
60.62993777749878,80.0
60.83991536460906,78.18181818181819
61.04989295171934,77.0
61.259870538829624,75.0
61.469848125939905,76.0
61.679825713050185,78.5
61.889803300160466,79.5
62.09978088727075,82.0
62.30975847438103,84.0
62.51973606149131,89.0
62.72971364860158,92.5
62.93969123571186,95.5
63.14966882282214,96.0
63.359646409932424,94.5
